,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Is hit
6160,Limbo,2k5noWQUgwKc8KitQhNP2H,0,Pon lo que quieras,Various Artists,0,2022-04-29,224800,0.0754,0.805,0.878,0.00329,0.0656,-3.826,0.0864,124.994,4,0
6161,Con Calma,3a2AGTN2ExhrmhpuoYMLFN,0,Beach Party 2022,Various Artists,0,2022-04-28,193226,0.11,0.737,0.86,1.94e-06,0.0574,-2.652,0.0594,93.989,4,0
6162,Vuelve,79FNfV7qcQ2V2fGSo8YGHd,0,Pon lo que quieras,Various Artists,0,2022-04-29,279613,0.196,0.734,0.531,0.0,0.119,-5.662,0.0321,130.025,4,0
6163,La Rompe Corazones,3nsvN49PnmfB4tmuwWoY6Q,0,Regeton y Salsa Mix,Various Artists,0,2022-04-29,204520,0.118,0.686,0.859,0.0,0.317,-2.595,0.0553,176.018,4,0
6164,Con Calma,71o0o0ExinuWgf07FXMkx9,0,Best Party Hits 2022,Various Artists,0,2022-04-29,193226,0.11,0.737,0.86,1.94e-06,0.0574,-2.652,0.0594,93.989,4,0
6165,Shaky Shaky,7LFI0vF7CM6m4p4QBUsOG8,0,Regeton y Salsa Mix,Various Artists,0,2022-04-29,234320,0.076,0.899,0.626,0.0,0.0631,-4.228,0.292,88.007,4,0
6166,Limbo,730CyxJyvyu1YQCx4o3ene,0,Esenciales de Reggaeton,Various Artists,0,2022-04-29,224800,0.0754,0.805,0.878,0.00329,0.0656,-3.826,0.0864,124.994,4,0
6167,Sígueme Y Te Sigo,0snZXS8j2d4iTSo7gOlO0Y,0,Esenciales de Reggaeton,Various Artists,0,2022-04-29,209786,0.0682,0.736,0.878,6.4e-05,0.756,-3.604,0.0428,100.024,4,0
6168,Pasarela,0k2h8QTxCBJYtvP6cjIZW0,0,Esenciales de Reggaeton,Various Artists,0,2022-04-29,193733,0.101,0.839,0.907,0.0,0.332,-4.259,0.0453,121.048,4,0
6169,Levitating - Don Diablo Remix,2PWYUi4Pzm7qDRxqSskH00,0,Big Room Anthems,Various Artists,0,2022-04-29,208000,0.104,0.686,0.917,1.44e-06,0.444,-3.06,0.151,119.979,4,0
6170,Future Nostalgia,1qE1TnVNVRmT9tC2qgMmzc,0,Boys Don't Cry - Retro Wave,Various Artists,0,2022-04-29,184881,0.00618,0.875,0.813,0.0,0.321,-4.502,0.0579,114.993,4,0
6171,Love Again,0Pxi1l4a12CWOMDBX5UbdH,0,Elite 20's Pop,Various Artists,0,2022-04-29,258004,0.00173,0.659,0.667,2.85e-05,0.1,-4.668,0.0339,115.982,4,0
6172,Thinking 'Bout You,3MNfGe3RMEfXO4bodYFBHa,0,Calm Down Pop,Various Artists,0,2022-04-29,171946,0.0856,0.802,0.481,0.0,0.152,-5.132,0.043,90.973,4,0
6173,Levitating,1WOaZ5x6vVYCYoO1S5VaXo,0,Viral Dance Hits,Various Artists,0,2022-04-29,203064,0.00883,0.702,0.825,0.0,0.0674,-3.787,0.0601,102.977,4,0
6174,IDGAF - Acoustic,6nagjAcouvP5aBskPEUNZP,0,Acoustic Music,Various Artists,0,2022-04-29,217785,0.309,0.682,0.382,0.0,0.11,-5.179,0.216,190.777,4,0
6175,Levitating,6oal3Utm1aogSBOB0B9KZw,0,Hits Don't Lie,Various Artists,0,2022-04-29,203064,0.00883,0.702,0.825,0.0,0.0674,-3.787,0.0601,102.977,4,0
6176,Last Dance,4w7dysdIJDESub0asokXP4,0,Straight up 10's,Various Artists,0,2022-04-29,228976,0.0228,0.589,0.577,0.0,0.0984,-5.626,0.0454,135.769,4,0
6177,Levitating,00XNWNRNM8yUp4cBqMPXNO,0,Pop Drive,Various Artists,0,2022-04-29,203064,0.00883,0.702,0.825,0.0,0.0674,-3.787,0.0601,102.977,4,0
6178,Levitating,7x2FbaIMEwJAYGXZpUy7SL,0,Good Things - Everyday Favorites,Various Artists,0,2022-04-29,203064,0.00883,0.702,0.825,0.0,0.0674,-3.787,0.0601,102.977,4,0
6179,Blow Your Mind (Mwah) - Acoustic,7pjN3DDY6jFxEsavTz6fI0,0,Acoustic Favorites,Various Artists,0,2022-04-29,159728,0.827,0.786,0.472,0.0,0.157,-5.866,0.161,108.646,4,0
6180,Levitating,5sSJWbyM6kR9FSVti3rdnK,0,TikTok Dances,Various Artists,0,2022-04-29,203064,0.00883,0.702,0.825,0.0,0.0674,-3.787,0.0601,102.977,4,0
6181,IDGAF - Acoustic,15uxE7oluXsDGU3wSKDW0S,0,Pure Ballads,Various Artists,0,2022-04-29,217785,0.309,0.682,0.382,0.0,0.11,-5.179,0.216,190.777,4,0
6182,Don't Play That,6BczFLHW9aIf9aWn5NFuNL,74,Don't Play That,King Von,81,2022-02-04,133613,0.0748,0.947,0.605,7.54e-06,0.0901,-8.621,0.346,129.988,4,0
6183,Sin Compromiso,5CsvDqub7DalTKe2FmchpX,0,Simplemente Latineo Vol 1,Various Artists,0,2022-04-15,189026,0.193,0.774,0.914,0.0,0.427,-4.739,0.159,98.031,4,0
6184,Bobo,2URhPJOUOU3DkJD2DWXHhq,0,Regeton y Salsa Mix,Various Artists,0,2022-04-29,209600,0.107,0.799,0.896,5.11e-05,0.13,-2.67,0.0937,89.031,4,0
6185,In Da Getto,2HmhozD9XxSkBLv37EdEUi,0,Mega Hits 2022,Various Artists,0,2022-04-29,130666,0.0177,0.924,0.723,2.61e-05,0.113,-3.142,0.0466,126.998,4,0
6186,QUE PRETENDES,1FZbvbD65lkiIJTjRneJu5,0,Ahora Me Llama... Pero No Le Contesto,Various Artists,0,2022-04-29,222346,0.0275,0.639,0.791,0.0,0.362,-4.443,0.254,92.603,4,0
6187,Safari,4k8VJ71glaqndXgt3ja3zJ,2,Flow de Vacaciones,Various Artists,0,2022-04-14,205600,0.531,0.689,0.675,3.17e-06,0.115,-4.281,0.32,180.077,4,0
6188,Bonita,1Be7yVyQqKFod8DFna9br3,0,Pon lo que quieras,Various Artists,0,2022-04-29,265933,0.0153,0.774,0.873,0.00506,0.293,-1.587,0.0418,96.033,4,0
6189,Bonita,7nKVOp2QF0A2LNeFEf9Sy0,0,Ahora Me Llama... Pero No Le Contesto,Various Artists,0,2022-04-29,265933,0.0153,0.774,0.873,0.00506,0.293,-1.587,0.0418,96.033,4,0
6190,Qué Más Pues?,2kKtQGRiYgt1IkxVMHguYp,0,Beach Party 2022,Various Artists,0,2022-04-28,217361,0.0254,0.904,0.817,0.000141,0.232,-3.956,0.0871,101.988,4,0
6191,Si Tu Novio Te Deja Sola,2AECLknSLdmD4c3gnaYlWF,0,40 Éxitos: Calientes,Various Artists,0,2022-04-28,243560,0.521,0.717,0.46,0.0,0.0981,-9.498,0.0711,121.929,4,0
6192,Safari,388RpoZMw3PwfozSfkOhUb,0,Viernes de Perreo Intenso,Various Artists,0,2022-04-25,205600,0.531,0.689,0.675,3.17e-06,0.115,-4.281,0.32,180.077,4,0
6193,Otra Noche Sin Ti,367oQNXWC9ZF5nMBxEl1ov,0,Beach Party 2022,Various Artists,0,2022-04-28,228920,0.0751,0.503,0.548,0.000234,0.145,-7.564,0.164,94.036,4,0
6194,MOJAITA,34O2itzKe0qVhqh5gKKsi8,0,40 Éxitos: Calientes,Various Artists,0,2022-04-28,187333,0.0171,0.449,0.843,0.0,0.377,-3.602,0.0992,172.069,4,0
6195,Bonita,4NFatTk7bCgxZ4yx9Xrr3G,0,Urbanas Puro Fuego 🔥,Various Artists,0,2022-04-29,265933,0.0153,0.774,0.873,0.00506,0.293,-1.587,0.0418,96.033,4,0
6196,Ginza,3cQBjAMulo80xlAfIom7Vg,0,Me Tienes En Un Viaje,Various Artists,0,2022-04-28,171093,0.228,0.749,0.815,0.00117,0.0838,-6.381,0.083,102.218,4,0
6197,Bonita,1XjlbkJyIW7m9Pp91HTWQt,0,Solteros Felices,Various Artists,0,2022-04-25,265933,0.0153,0.774,0.873,0.00506,0.293,-1.587,0.0418,96.033,4,0
6198,Amarillo,3gHZXs2Ii2VnvTHJLTusrw,0,40 Éxitos: Calientes,Various Artists,0,2022-04-28,158146,0.0118,0.876,0.85,0.0067,0.111,-5.75,0.163,122.666,5,0
6199,Ginza,0V46y6ups1KU0ZOrXLvSCX,0,Viernes de Perreo Intenso,Various Artists,0,2022-04-26,171093,0.228,0.749,0.815,0.00117,0.0838,-6.381,0.083,102.218,4,0
6200,Ginza,6bwbqwPXSGoIYI0BZLB3MG,0,Viernes de Perreo Intenso,Various Artists,0,2022-04-25,171093,0.228,0.749,0.815,0.00117,0.0838,-6.381,0.083,102.218,4,0
6201,Safari,3qvItZptUT13TOnZowcpKH,0,Pon lo que quieras,Various Artists,0,2022-04-29,205600,0.531,0.689,0.675,3.17e-06,0.115,-4.281,0.32,180.077,4,0
6202,Bonita,0nk5lVRpnQ10VV17lydaLS,1,Viernes de Perreo Intenso,Various Artists,0,2022-04-25,265933,0.0153,0.774,0.873,0.00506,0.293,-1.587,0.0418,96.033,4,0
6203,Una Nota,6i9gzhffu4CBpaiCJO2jn1,0,Summer Classic Hits,Various Artists,0,2022-04-29,170760,0.0191,0.662,0.788,0.0,0.0559,-4.55,0.205,179.876,4,0
6204,Safari,3wnvMAeWEqoGsBvtVSqYF1,0,Viernes de Perreo Intenso,Various Artists,0,2022-04-26,205600,0.531,0.689,0.675,3.17e-06,0.115,-4.281,0.32,180.077,4,0
6205,Sigo Extrañándote,45fN5oX4acPovLvCuLg2fr,1,Solteros Felices,Various Artists,0,2022-04-25,201280,0.154,0.896,0.859,0.000109,0.212,-4.232,0.21,93.016,4,0
6206,Safari,7dGRCMdDBvPI8tw5KBvX2C,0,Halloween Latino,Various Artists,0,2022-04-29,205600,0.531,0.689,0.675,3.17e-06,0.115,-4.281,0.32,180.077,4,0
6207,QUE PRETENDES,3dnu9rXjLM3vmnGRcZWkOg,0,Me Tienes En Un Viaje,Various Artists,0,2022-04-28,222346,0.0275,0.639,0.791,0.0,0.362,-4.443,0.254,92.603,4,0
6208,No Es Justo,2mipuKmDue0vCPqw8DY3ay,0,Pon lo que quieras,Various Artists,0,2022-04-29,251266,0.151,0.811,0.812,0.000362,0.152,-4.47,0.0635,87.98,4,0
6209,Bonita,7ImzQw4KkkqBj4pvvHxci0,0,Viernes de Perreo Intenso,Various Artists,0,2022-04-26,265933,0.0153,0.774,0.873,0.00506,0.293,-1.587,0.0418,96.033,4,0
6210,In Da Getto,2gdGNNn7boFnI06BMx5KCT,0,Beach Party 2022,Various Artists,0,2022-04-28,130666,0.0177,0.924,0.723,2.61e-05,0.113,-3.142,0.0466,126.998,4,0
6211,In Da Getto,2tG8InoO3qdP6OxBbV48JD,2,Festival Hits 2022,Various Artists,0,2022-04-26,130666,0.0177,0.924,0.723,2.61e-05,0.113,-3.142,0.0466,126.998,4,0
6212,Niño Soñador,79Fv0bB9NxxNu1XxI8USCH,0,New Global Hot Hits Vol. 2,Various Artists,0,2022-04-29,182253,0.401,0.704,0.685,0.0,0.158,-5.418,0.0303,140.095,4,0
6213,No Es Justo,1FHTX5ogQyp2RTk2x0V7fl,0,Me Tienes En Un Viaje,Various Artists,0,2022-04-28,251266,0.151,0.811,0.812,0.000362,0.152,-4.47,0.0635,87.98,4,0
6214,Mami,2LkB7cYB7gLpk1ng5OJ62U,1,Flow de Vacaciones,Various Artists,0,2022-04-14,187186,0.0785,0.727,0.776,0.0,0.692,-5.135,0.252,171.874,4,0
6215,Ay Vamos,1IlpnCgzy0GZIBeaTNB2dT,0,Solteros Felices,Various Artists,0,2022-04-25,226413,0.157,0.718,0.711,5.52e-05,0.1,-5.746,0.11,173.916,4,0
6216,Qué Más Pues?,244ymGl5N4weSvXttro4TS,0,Ahora Me Llama... Pero No Le Contesto,Various Artists,0,2022-04-29,217361,0.0254,0.904,0.817,0.000141,0.232,-3.956,0.0871,101.988,4,0
6217,QUE PRETENDES,1ABNpDDOZmH6icpy4YhCDD,0,Esenciales de Reggaeton,Various Artists,0,2022-04-29,222346,0.0275,0.639,0.791,0.0,0.362,-4.443,0.254,92.603,4,0
6218,Safari,6DutRj4f4Gb1Qh4JQ6EJh6,0,Esenciales de Reggaeton,Various Artists,0,2022-04-29,205600,0.531,0.689,0.675,3.17e-06,0.115,-4.281,0.32,180.077,4,0
6219,Ginza,72mXvkNlhn2G0PIwU4TKtj,0,Esenciales de Reggaeton,Various Artists,0,2022-04-29,171093,0.228,0.749,0.815,0.00117,0.0838,-6.381,0.083,102.218,4,0
6220,Bonita,0aZJ2b7bMWQKytxAR0fzN4,0,Esenciales de Reggaeton,Various Artists,0,2022-04-29,265933,0.0153,0.774,0.873,0.00506,0.293,-1.587,0.0418,96.033,4,0
6221,Plan B,2PljnVsnl2PRwCvfhbdQup,73,Plan B,Megan Thee Stallion,87,2022-04-22,163764,0.0668,0.787,0.522,0.0,0.108,-5.872,0.463,170.439,4,0
6222,2step (feat. Lil Baby),2UN0lp72LAusrXi8LLVomt,75,2step (feat. Lil Baby),Ed Sheeran,96,2022-04-22,163449,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,4,0
6223,WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK,0,I NEVER LIKED YOU,Future,91,2022-04-29,189893,0.314,0.463,0.642,0.0,0.0686,-4.474,0.34,83.389,4,0
6224,THE WAY THINGS GOING,7HFyGCuGYFmHjxnjujBxM1,0,I NEVER LIKED YOU,Future,91,2022-04-29,179493,0.0234,0.639,0.743,1.72e-05,0.108,-4.917,0.261,175.067,4,0
6225,GOLD STACKS,1Ijpng3ZLhTRcEd8iqh4p4,0,I NEVER LIKED YOU,Future,91,2022-04-29,162333,0.00937,0.763,0.526,2.25e-06,0.111,-6.753,0.355,181.856,4,0
6226,FOR A NUT (feat. Gunna & Young Thug),7HCX1Ch3mklJyEdpwPZBFW,0,I NEVER LIKED YOU,Future,91,2022-04-29,207933,0.00321,0.824,0.667,2.65e-06,0.0956,-6.603,0.0814,82.037,4,0
6227,HOLY GHOST,7rvYJtA2PWgdN2Ft7aZocU,0,I NEVER LIKED YOU,Future,91,2022-04-27,170266,0.0183,0.783,0.697,0.000149,0.253,-4.662,0.273,157.993,4,0
6228,VOODOO (feat. Kodak Black),5InvBmIg40AKplTW3rrE4Y,0,I NEVER LIKED YOU,Future,91,2022-04-27,211133,0.0625,0.58,0.405,0.0,0.117,-9.472,0.38,156.841,4,0
6229,CHICKENS (feat. EST Gee),53wBhj706wDMNuBj4FJ0RI,0,I NEVER LIKED YOU,Future,91,2022-04-29,195266,0.0403,0.862,0.619,0.0,0.253,-6.197,0.221,148.059,4,0
6230,MASSAGING ME,2tzgSUZOUKopYbRqQOVT8X,0,I NEVER LIKED YOU,Future,91,2022-04-29,106133,0.000189,0.916,0.453,0.0,0.137,-4.148,0.158,145.007,4,0
6231,WAIT FOR U (feat. Drake & Tems),7g7ZSLwsRWWnkuQ2s3Iq8X,0,I NEVER LIKED YOU,Future,91,2022-04-27,189893,0.323,0.54,0.664,0.0,0.0687,-4.449,0.327,84.245,4,0
6232,BACK TO THE BASICS,1XPZnHbYWyBVrOAHjMZtfT,0,I NEVER LIKED YOU,Future,91,2022-04-27,177026,0.457,0.792,0.448,3.86e-06,0.0956,-7.228,0.321,119.803,5,0
6233,I'M DAT N****,0AAVJIN4plafvmNKqRCltG,0,I NEVER LIKED YOU,Future,91,2022-04-29,271840,0.0112,0.911,0.573,5.83e-05,0.131,-5.573,0.163,144.026,4,0
6234,VOODOO (feat. Kodak Black),39YXI3na4MIpVZhJj3GFi7,0,I NEVER LIKED YOU,Future,91,2022-04-29,211133,0.0686,0.499,0.404,1.11e-06,0.125,-9.469,0.381,77.565,4,0
6235,I'M ON ONE (feat. Drake),6wyhUr4Xw8z5uSy0AhoZfU,0,I NEVER LIKED YOU,Future,91,2022-04-29,236186,0.0103,0.773,0.707,1.04e-05,0.296,-5.71,0.0568,76.977,4,0
6236,I'M DAT N****,7ql3mUZ7yVBSSYF05aEPgm,0,I NEVER LIKED YOU,Future,91,2022-04-27,271840,0.0118,0.915,0.566,0.000227,0.103,-5.651,0.133,143.987,4,0
6237,712PM,1xiDjK5hWc4vH8zKQDLG78,0,I NEVER LIKED YOU,Future,91,2022-04-27,173186,0.0462,0.709,0.667,0.0,0.144,-6.455,0.247,146.978,4,0
6238,BACK TO THE BASICS,48QmKjg2FI6BfNW7SX1h86,0,I NEVER LIKED YOU,Future,91,2022-04-29,177026,0.442,0.765,0.46,4.11e-06,0.0794,-7.23,0.376,119.919,5,0
6239,712PM,3FSwpQ9dBZBeBV6UdYHI2R,0,I NEVER LIKED YOU,Future,91,2022-04-29,173186,0.0355,0.711,0.686,0.0,0.124,-6.409,0.271,146.971,4,0
6240,PUFFIN ON ZOOTIEZ,1qMMYpVatbRITKCfq1gasi,0,I NEVER LIKED YOU,Future,91,2022-04-29,172933,0.0603,0.883,0.657,0.0,0.128,-5.748,0.305,124.992,4,0
6241,KEEP IT BURNIN (feat. Kanye West),7rWCWzPRftzZTZtIyQtaDU,0,I NEVER LIKED YOU,Future,91,2022-04-29,207213,0.00861,0.652,0.578,0.0,0.285,-6.187,0.161,87.395,4,0
6242,I'M ON ONE (feat. Drake),6f2QtI3XO2o4PTpbPHDAE5,0,I NEVER LIKED YOU,Future,91,2022-04-27,236186,0.00744,0.772,0.698,4.2e-06,0.291,-5.737,0.0648,76.975,4,0
6243,CHICKENS (feat. EST Gee),0k6a6Tc69tpJS4h612uEPc,0,I NEVER LIKED YOU,Future,91,2022-04-27,195266,0.0428,0.869,0.627,0.0,0.272,-6.238,0.214,148.031,4,0
6244,WE JUS WANNA GET HIGH,2UqL5OiGs3hfY6W8gudKjm,0,I NEVER LIKED YOU,Future,91,2022-04-29,133133,0.00854,0.827,0.634,0.000109,0.332,-5.54,0.21,158.98,4,0
6245,GOLD STACKS,0PuGjysex1oGZ4v7TFv9tN,0,I NEVER LIKED YOU,Future,91,2022-04-27,162333,0.0136,0.638,0.519,3.2e-05,0.117,-6.934,0.359,91.05,4,0
6246,THE WAY THINGS GOING,0eiUXmRknwPI5DIuDxtiRU,0,I NEVER LIKED YOU,Future,91,2022-04-27,179493,0.0191,0.656,0.755,7.43e-06,0.104,-4.924,0.251,175.069,4,0
6247,MASSAGING ME,4qxUW9IoCGd38qwgfBF6Hg,0,I NEVER LIKED YOU,Future,91,2022-04-27,106133,0.000245,0.914,0.441,0.0,0.152,-4.178,0.163,144.98,4,0
6248,KEEP IT BURNIN (feat. Kanye West),3fnK21LPdxdXoR5yAcs5ls,0,I NEVER LIKED YOU,Future,91,2022-04-27,207213,0.00881,0.694,0.585,0.0,0.263,-6.129,0.148,87.535,4,0
6249,LOVE YOU BETTER,4XJRpBOG0bU3Nxnvam3FnC,0,I NEVER LIKED YOU,Future,91,2022-04-29,129479,0.478,0.709,0.357,0.000294,0.112,-9.289,0.214,75.494,4,0
6250,WE JUS WANNA GET HIGH,5tvoXqqb2diWr2CNW4aFU6,0,I NEVER LIKED YOU,Future,91,2022-04-27,133133,0.00862,0.841,0.63,0.000338,0.276,-5.662,0.159,158.992,4,0
6251,LOVE YOU BETTER,6RZj1kBuWGiE7tgOiZErWR,0,I NEVER LIKED YOU,Future,91,2022-04-27,129479,0.483,0.655,0.352,0.000317,0.112,-9.317,0.226,75.5,4,0
6252,PUFFIN ON ZOOTIEZ,4KgaAXBVWXKVpSA3kvGMjQ,0,I NEVER LIKED YOU,Future,91,2022-04-27,172933,0.0527,0.891,0.647,0.0,0.153,-5.573,0.313,125.008,4,0
6253,FOR A NUT (feat. Gunna & Young Thug),3lrTIzDmnvL0MybguGzotX,0,I NEVER LIKED YOU,Future,91,2022-04-27,207933,0.00393,0.812,0.65,1.36e-05,0.109,-6.892,0.0727,82.021,4,0
6254,HOLY GHOST,7EBg0P4VY9IHBF5hq6WQZS,0,I NEVER LIKED YOU,Future,91,2022-04-29,170266,0.0215,0.784,0.719,2.27e-05,0.253,-4.56,0.31,157.997,4,0
6255,LOVE DIVE,0Q5VnK2DYzRyfqQRJuUtvi,84,LOVE DIVE,IVE,77,2022-04-05,177186,0.00379,0.703,0.709,5.43e-05,0.333,-4.169,0.0433,117.941,4,0
6256,Fancy Like,58UKC45GPNTflCN6nwCUeF,75,Country Stuff The Album,Walker Hayes,73,2022-01-21,161853,0.111,0.647,0.765,0.0,0.315,-6.459,0.06,79.994,4,0
6257,Is There Someone Else?,0mL82sxCRjrs3br407IdJh,79,Dawn FM,The Weeknd,97,2022-01-06,199111,0.0388,0.702,0.586,7.27e-05,0.156,-7.83,0.0313,134.951,4,0
6258,That's Hilarious,1jIMjbzcGCcCQn5iMu9CUc,80,That's Hilarious,Charlie Puth,86,2022-04-08,146855,0.742,0.714,0.442,0.0,0.114,-5.909,0.0605,108.039,4,0
6259,Wild as Her,7FEu6U2jXAs2URjx93AyTm,73,Wild as Her,Corey Kent,63,2022-03-04,201639,0.00331,0.497,0.726,0.0,0.103,-6.018,0.0363,147.91,4,0
6260,maybe (feat. Bring Me The Horizon),25wdC7CJmCJPgnKw9rYquJ,78,mainstream sellout,Machine Gun Kelly,89,2022-03-25,170133,0.000735,0.601,0.92,0.0,0.0998,-4.802,0.0505,88.014,4,0
6261,Love & War,293mQGfVwgXIOdA1GpiwAt,74,Back For Everything,Kodak Black,86,2022-02-25,239146,0.58,0.762,0.649,1.7e-05,0.0971,-5.624,0.0527,145.09,4,0
6262,bad guy,1v9ipguQHN7m0Nokhw4RsL,0,Best Party Hits 2022,Various Artists,0,2022-04-29,194087,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,4,0
6263,Therefore I Am,1D7UH9TAAMvjt2DY0c40xk,0,Best Party Hits 2022,Various Artists,0,2022-04-29,174321,0.218,0.889,0.34,0.13,0.055,-7.773,0.0697,94.009,4,0
6264,my future,3kpxkgoWtKz9Tc64WUdGpT,1,Taurus Mood,Various Artists,0,2022-04-28,208155,0.795,0.444,0.309,0.132,0.352,-10.956,0.062,104.745,4,0
6265,Male Fantasy,7eAzxMMX6VymUqWVV77wWg,0,Mega Hits 2022,Various Artists,0,2022-04-29,194886,0.863,0.692,0.286,0.0,0.0934,-10.398,0.0426,111.025,4,0
6266,Happier Than Ever - Edit,6wIGgDQG4zceTDumDK4KSV,0,Big On The Internet 2022,Various Artists,0,2022-04-29,151444,0.0468,0.334,0.599,0.000392,0.205,-5.742,0.0365,161.74,3,0
6267,Happier Than Ever - Edit,5wqElN308hDaUIt2eak4wl,0,Mega Hits 2022,Various Artists,0,2022-04-29,151444,0.0468,0.334,0.599,0.000392,0.205,-5.742,0.0365,161.74,3,0
6268,No Time To Die,3niGagUJUY8ON7nkRQqft9,0,Big On The Internet 2022,Various Artists,0,2022-04-29,242265,0.917,0.344,0.22,0.0107,0.0827,-13.218,0.0365,70.895,4,0
6269,Happier Than Ever,6Ym1VuCYmYXLLRJQroKNQG,0,Girl Power 2022,Various Artists,0,2022-04-29,298899,0.767,0.332,0.225,0.00349,0.128,-8.697,0.0348,81.055,3,0
6270,idontwannabeyouanymore,4PnEhGgE0ChayTFGiPXVDD,4,good 4 u,Various Artists,0,2022-04-26,203569,0.735,0.485,0.411,0.0,0.116,-8.461,0.0397,170.3,3,0
6271,everything i wanted,4Yi2bDgr9kjdbTs0HRnj0T,1,Sad Summer Songs 2022,Various Artists,0,2022-04-27,245425,0.901,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,4,0
6272,bad guy,659elEjJHLGK70P9R3W2oq,4,Boost of Energy,Various Artists,0,2022-04-26,194087,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,4,0
6273,lovely,05MsJ9XImrGHNj3buLKwDR,7,Sad Summer Songs 2022,Various Artists,0,2022-04-27,200185,0.934,0.292,0.296,0.0,0.095,-10.109,0.0359,115.046,4,0
6274,Bored,5b0oqjt0KP1hivYrtRYssk,0,Rainy Day Vibes,Various Artists,0,2022-04-29,180933,0.898,0.612,0.318,0.00239,0.0795,-12.695,0.0478,119.968,4,0
6275,ocean eyes,6IXPAQrsSQYmbkjl2j3rhL,0,Rainy Day Vibes,Various Artists,0,2022-04-29,200386,0.81,0.358,0.372,0.0539,0.0877,-7.664,0.0464,144.833,4,0
6276,ocean eyes,4ITS6CbeBLFVraUzBu74Fx,2,Festival Hits 2022,Various Artists,0,2022-04-26,200386,0.81,0.358,0.372,0.0539,0.0877,-7.664,0.0464,144.833,4,0
6277,when the party's over,049w4Q95KpJKdWIKcpLe28,0,Sad,Various Artists,0,2022-04-26,199931,0.979,0.484,0.103,8.16e-05,0.0895,-14.075,0.0627,124.011,3,0
6278,ocean eyes,7w5KDPS57bLvnuGINMyGQ6,1,good 4 u,Various Artists,0,2022-04-26,200386,0.81,0.358,0.372,0.0539,0.0877,-7.664,0.0464,144.833,4,0
6279,lovely,2rv6IVvWq8hyZrelyn3y75,0,Lonely,Various Artists,0,2022-04-26,200185,0.934,0.292,0.296,0.0,0.095,-10.109,0.0359,115.046,4,0
6280,bad guy,4pwv2nyjusDIc7o3kAyC08,0,Sonne im Gesicht,Various Artists,0,2022-04-28,194087,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,4,0
6281,MANIAC,63irPUP3xB74fHdw1Aw9zR,83,ODDINARY,Stray Kids,85,2022-03-18,182757,0.154,0.581,0.8,0.0,0.0697,-2.613,0.411,119.872,5,0
6282,Enemy - From the series Arcane League of Legends,4AnDzjcb0XIiIQGg7o8EoM,0,Mega Hits 2022,Various Artists,0,2022-04-29,173381,0.247,0.722,0.745,0.0,0.419,-4.164,0.256,77.029,4,0
6283,Wrecked,0zQ44ZU5bi79OPqNtjGzoA,0,Mega Hits 2022,Various Artists,0,2022-04-29,244004,0.149,0.625,0.562,1.67e-05,0.109,-5.828,0.0289,93.998,4,0
6284,Believer,3eUCmu8qH2NjETzk5kxIaZ,0,Mega Hits 2022,Various Artists,0,2022-04-29,204346,0.0504,0.766,0.775,0.0,0.128,-4.267,0.141,124.751,4,0
6285,Demons,777Dq4fUEzHcY6gtw44nts,0,Mega Hits 2022,Various Artists,0,2022-04-29,177506,0.19,0.5,0.71,0.00025,0.269,-3.015,0.0339,89.929,4,0
6286,Bones,0ugXBL3kiGhQmDOnjB4uBZ,0,Mega Hits 2022,Various Artists,0,2022-04-29,165264,0.0206,0.773,0.742,0.0,0.0754,-3.678,0.046,114.071,4,0
6287,Enemy - from the series Arcane League of Legends,6DLnFv9FPJvnUVvgocQLOt,0,Big On The Internet 2022,Various Artists,0,2022-04-29,173381,0.237,0.728,0.783,0.0,0.434,-4.424,0.266,77.011,4,0
6288,Follow You,7c8v17QCBUyfPD6z94JRme,0,Mega Hits 2022,Various Artists,0,2022-04-29,175643,0.00209,0.542,0.732,7.92e-05,0.496,-5.956,0.0521,124.912,4,0
6289,Radioactive,7sfy6xS3HrmmUNF5kpYJO9,0,Tubes pour danser - Années 2000,Various Artists,0,2022-04-29,188000,0.114,0.461,0.803,7.47e-05,0.225,-3.518,0.0564,136.18,4,0
6290,Una Noche en Medellín,1O2pcBJGej0pmH2Y9XZMs6,91,Una Noche en Medellín,Cris Mj,85,2022-01-21,153750,0.0924,0.87,0.548,4.6e-05,0.0534,-5.253,0.077,96.018,4,0
6291,Eazy,6Ab81Bs9fcOwaTYuBsUUpI,76,Eazy,The Game,78,2022-01-15,234288,0.167,0.716,0.551,0.0,0.197,-6.987,0.47,82.393,4,0
6292,LONDON (feat. J. Cole),5vhrsx08dHh2QcVh1Rsiwt,75,LONDON (feat. J. Cole),BIA,74,2022-04-08,250722,0.0225,0.644,0.671,0.0,0.0855,-5.156,0.315,132.001,4,0
