,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Is hit
6025,help_urself,6bxKECVRnkLmtpeU22Ve9p,71,Ezekiel Singles ’18-‘20,Ezekiel,66,2021-08-11,139651,0.00859,0.413,0.624,0.0178,0.132,-10.353,0.0682,82.516,4,0
6026,NEVER LEFT,21UkXrc9kD48rNpTMI2ecz,68,NEVER LEFT,Lil Tecca,82,2021-05-06,168727,0.0224,0.807,0.659,0.0,0.309,-6.92,0.332,82.465,4,0
6027,Sahara,6nqdgUTiWt4JbABDurkxMI,77,Sahara,Hensonn,69,2021-11-16,171384,0.146,0.615,0.521,0.772,0.11,-9.488,0.0318,115.016,4,0
6028,@ my worst,0mHGftgYtmpH4y17T3VZ2E,70,@ my worst,blackbear,86,2021-08-06,191364,0.0173,0.615,0.774,0.0,0.15,-5.152,0.0551,136.887,4,0
6029,Pretty Heart,7nINhyXn6uwUkYLY5KQH0K,64,Gold Chain Cowboy,Parker McCollum,71,2021-07-30,245306,0.00569,0.568,0.707,0.0,0.103,-4.445,0.03,131.944,4,0
6030,DARKSIDE,6xlOnm5MITIKtixzJW8R0j,73,Wars In A Wonderland,Neoni,72,2021-08-20,168000,0.31,0.533,0.714,1.58e-06,0.0869,-6.472,0.0608,165.037,3,0
6031,Telepath,3Z39gbqdaGL3WJXBG0gcuE,71,Telepath,Conan Gray,84,2021-10-29,194973,0.00298,0.606,0.819,0.0,0.0702,-4.804,0.049,75.006,4,0
6032,9 5 . s o u t h,5R691ipUYRDYW6ehapjoj6,67,The Off-Season,J. Cole,91,2021-05-14,196946,0.271,0.713,0.793,0.0,0.727,-5.277,0.397,71.724,4,0
6033,You Only Live Twice (with Lil Wayne & Rick Ross),50ceCGZ3oD3U5caQV5bP6f,68,Certified Lover Boy,Drake,98,2021-09-03,213103,0.118,0.519,0.851,0.0,0.178,-6.001,0.29,123.823,5,0
6034,Therefore I Am,20R4HfKloPKgXDqU7UKk3x,72,Happier Than Ever,Billie Eilish,93,2021-07-30,173539,0.227,0.879,0.365,0.135,0.0583,-7.781,0.0924,94.016,4,0
6035,Laid Back,0bsEd30Ho08d9SD4LXrzXX,65,Laid Back,Quin Nfn,61,2021-04-16,209142,0.25,0.747,0.804,0.0,0.581,-9.534,0.269,139.977,4,0
6036,Never Comin' Home,4hEA25qUMn3camHI87UhiI,65,Never Comin' Home,Bailey Zimmerman,65,2021-02-03,194270,0.25,0.556,0.59,0.0,0.109,-6.846,0.029,143.972,4,0
6037,Desde Morro,0q1H8leLjzZvjHhgNBiVOx,70,Líricas De Oro,Justin Morales,65,2021-10-01,146839,0.0996,0.79,0.688,0.0,0.111,-5.474,0.0319,97.483,3,0
6038,And This is Just The Intro,4sMmYKC0ot3GTbl2RzHw7T,68,PLAYBOY,Tory Lanez,84,2021-03-05,326813,0.387,0.53,0.517,0.0,0.176,-9.253,0.399,137.554,4,0
6039,Black Hearted,25qk9xa71F1POdI4vj7rbi,67,Hall of Fame,Polo G,90,2021-06-11,190509,0.0326,0.506,0.563,0.0,0.0856,-7.664,0.411,168.146,4,0
6040,As It Was,4LRPiXqCikLlN15c3yImP7,100,As It Was,Harry Styles,94,2022-03-31,167303,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,4,0
6041,First Class,1rDQ4oMwGJI7B4tovsBOxc,95,First Class,Jack Harlow,91,2022-04-08,173947,0.0254,0.905,0.563,9.71e-06,0.113,-6.135,0.102,106.998,4,0
6042,Nail Tech,62Yo3FDddWY8ydu6PW2wyz,85,Nail Tech,Jack Harlow,91,2022-02-18,206385,0.0029,0.647,0.581,7.76e-06,0.119,-7.678,0.0884,150.149,4,0
6043,Boyfriend,59CfNbkERJ3NoTXDvoURjj,90,Boyfriend,Dove Cameron,80,2022-02-11,153000,0.232,0.345,0.612,0.0,0.194,-6.543,0.0608,179.773,3,0
6044,pushin P (feat. Young Thug),3XOalgusokruzA5ZBA2Qcb,85,DS4EVER,Gunna,91,2022-01-13,136266,0.00783,0.773,0.422,0.00693,0.129,-4.572,0.187,77.502,1,0
6045,MAMIII,1ri9ZUkBJVFUdgwzCnfcYs,92,MAMIII,Becky G,86,2022-02-10,226088,0.0934,0.843,0.7,0.0,0.14,-3.563,0.0803,93.991,4,0
6046,Don't Think Jesus,1TUuhV75FeOF6UObRsABo2,78,Don't Think Jesus,Morgan Wallen,88,2022-04-15,226975,0.469,0.578,0.431,0.0,0.137,-7.034,0.0269,116.979,3,0
6047,Numb Little Bug,3o9kpgkIcffx0iSwxhuNI2,85,Numb Little Bug,Em Beihold,74,2022-01-28,169237,0.327,0.742,0.527,0.0,0.25,-6.892,0.0769,84.974,4,0
6048,Bam Bam (feat. Ed Sheeran),0QBzMgT7NIeoCYy3sJCof1,90,Bam Bam (feat. Ed Sheeran),Camila Cabello,89,2022-03-04,206070,0.182,0.756,0.697,0.0,0.333,-6.377,0.0401,94.996,4,0
6049,In My Head,1HvTxgCj0mTzQlEo0zLvFb,86,In My Head,Lil Tjay,87,2022-04-01,135264,0.159,0.684,0.545,0.0,0.102,-6.885,0.121,143.049,4,0
6050,MIA,2ngNkGA00OISc5qnHL14aL,0,Viral Latino,Various Artists,0,2022-04-29,210367,0.0141,0.817,0.539,0.000496,0.099,-6.349,0.0621,97.061,4,0
6051,I Like It,7CZ5ORkbIwdl04Nr11tNtj,0,Straight up Rap,Various Artists,0,2022-04-29,253390,0.101,0.815,0.727,0.0,0.372,-3.998,0.128,136.045,4,0
6052,she's all i wanna be,0IuVhCflrQPMGRrOyoY5RW,87,she's all i wanna be,Tate McRae,85,2022-02-04,206772,0.0134,0.614,0.644,7.07e-06,0.117,-5.372,0.0426,160.036,4,0
6053,Sweetest Pie,7mFj0LlWtEJaEigguaWqYh,85,Sweetest Pie,Megan Thee Stallion,87,2022-03-11,201334,0.167,0.814,0.628,0.0,0.101,-7.178,0.221,123.977,4,0
6054,When You're Gone,0U1W2LZVUX7qTm7dDpqxh6,87,When You're Gone,Shawn Mendes,90,2022-03-31,172266,0.0248,0.603,0.691,0.0,0.583,-5.805,0.0372,147.148,4,0
6055,Fingers Crossed,3yMC1KsTwh0ceXdIe4QQAQ,85,Fingers Crossed,Lauren Spencer-Smith,78,2022-01-05,175344,0.618,0.56,0.473,0.0,0.31,-7.23,0.0533,109.414,4,0
6056,Light Switch,1BSMpVGWs3v5BZKnAQziAc,86,Light Switch,Charlie Puth,86,2022-01-20,185680,0.105,0.69,0.626,0.000335,0.0881,-5.693,0.306,184.009,4,0
6057,What Happened To Virgil (feat. Gunna),7ohROa13QK43JBRqfCmz4P,80,7220,Lil Durk,90,2022-03-11,181393,0.067,0.795,0.526,2e-06,0.134,-9.086,0.204,140.037,4,0
6058,Banking On Me,7Fege3yv4dvehB3NdRBGwI,79,Banking On Me,Gunna,91,2022-02-14,200000,0.613,0.793,0.308,1.68e-05,0.0953,-10.414,0.0466,135.143,4,0
6059,Right On,6ws54n2IzyrIxxyzlG2bVJ,80,Right On,Lil Baby,93,2022-04-08,213975,0.0245,0.535,0.618,0.0,0.103,-5.668,0.382,165.991,4,0
6060,P power (feat. Drake),0lEjxUUlKqjqXrVlIHFduD,79,DS4EVER,Gunna,91,2022-01-13,193346,0.0199,0.828,0.591,0.000323,0.361,-6.217,0.109,119.251,4,0
6061,Soy El Unico,6HJIZUOiZDE814XMhRGSZN,82,Soy El Unico,Yahritza Y Su Esencia,72,2022-03-25,213999,0.451,0.708,0.449,0.0,0.111,-4.369,0.0286,84.396,1,0
6062,Rocking A Cardigan in Atlanta,0N0h5lXc4HOiLgGb9EZi8m,81,Rocking A Cardigan in Atlanta,lil Shordie Scott,69,2022-01-29,96825,0.583,0.803,0.64,0.000331,0.437,-4.721,0.151,140.073,4,0
6063,IDGAF (with blackbear),6Jrdb6CFOJEGaHjaa6c4WR,83,IDGAF,BoyWithUke,82,2022-03-18,140665,0.426,0.783,0.75,0.0,0.241,-5.762,0.078,97.953,4,0
6064,Rumors (feat. Lil Durk),0P2P1AxcRYhiZvoF5MyRmM,77,Rumors (feat. Lil Durk),Gucci Mane,83,2022-01-25,185855,0.0499,0.688,0.842,0.0,0.241,-4.211,0.264,159.897,4,0
6065,Peaches,6bmqQCcVtxx1qD3nXMPfuN,0,Best Party Hits 2022,Various Artists,0,2022-04-29,198081,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,4,0
6066,Peaches,3objgJ07PCgYrDsZ2tgJCj,0,Mega Hits 2022,Various Artists,0,2022-04-29,198081,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,4,0
6067,Yummy,73dS5KViuW6wPzMXohM2xR,0,Mega Hits 2022,Various Artists,0,2022-04-29,208520,0.345,0.677,0.506,0.0,0.118,-6.652,0.0964,145.843,4,0
6068,Ghost,2uVIzxpxaW3SpK3XerXToU,0,Mega Hits 2022,Various Artists,0,2022-04-29,153190,0.178,0.604,0.741,3.49e-05,0.409,-5.571,0.0475,153.947,4,0
6069,Intentions,4aJQhjOmx3dAzKkM6WhOw8,2,Supalonely,Various Artists,0,2022-04-26,212868,0.315,0.813,0.554,0.0,0.105,-6.631,0.0544,148.011,4,0
6070,Sorry,3VR9u5S73WWby8V6xpfp8T,0,Giochiamo insieme Canzoni per bambini,Various Artists,0,2022-04-28,200786,0.0878,0.679,0.748,0.0,0.299,-3.624,0.0385,100.035,4,0
6071,Christmas Love,6hHwZfaRPVAGXy4MOQVJ35,0,Christmas 2022,Various Artists,0,2022-04-27,206800,0.521,0.638,0.515,0.0,0.317,-8.575,0.0288,100.01,4,0
6072,Peaches,3DURb2JWYReMKZBc4JKYWo,0,Spring Cleaning,Various Artists,0,2022-04-29,198081,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,4,0
6073,Hold On,1djb7WkwDeElK6Xn5o4CMS,0,Beach Party 2022,Various Artists,0,2022-04-28,170813,0.0106,0.658,0.634,0.0,0.132,-5.797,0.0413,139.98,4,0
6074,Baby,4nKWlV0V1ZXWA5HgxOlEeb,1,Sad Summer Songs 2022,Various Artists,0,2022-04-27,216613,0.0457,0.731,0.842,0.0,0.0988,-5.358,0.113,65.027,4,0
6075,Turn To You (Mother's Day Dedication) - Single Version,3GuO71eQW5HRYJfHGk4gaJ,0,Anyák Napja 2022,Various Artists,0,2022-04-29,219973,0.244,0.542,0.715,0.0,0.0861,-6.565,0.0313,107.973,4,0
6076,Sorry,1jgTdMWz1fFCcPHW765DsD,0,Spring Cleaning,Various Artists,0,2022-04-29,200786,0.0878,0.679,0.748,0.0,0.299,-3.624,0.0385,100.035,4,0
6077,Yellow Raincoat,7HYRrrzLX2AVmJfxjNkBx4,0,Rainy Day Vibes,Various Artists,0,2022-04-29,224106,0.708,0.783,0.375,0.124,0.0933,-9.59,0.0328,109.954,4,0
6078,Peaches,1pEBoLgWR5LgyN0nZZGnIA,1,Boost of Energy,Various Artists,0,2022-04-26,198081,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,4,0
6079,Santa Claus Is Coming To Town,7jF8auiL3EjGfISIcMpGMi,0,Christmas 2022,Various Artists,0,2022-04-27,216720,0.027,0.639,0.836,0.0,0.283,-4.878,0.048,104.998,4,0
6080,Baby,69drwbIIFoaw3sJwKejAJ9,8,Festival Hits 2022,Various Artists,0,2022-04-26,216613,0.0457,0.731,0.842,0.0,0.0988,-5.358,0.113,65.027,4,0
6081,Baby,6kZdArFGdNKSjH37SHcqaP,0,2022 Mix,Various Artists,0,2022-04-29,216613,0.0457,0.731,0.842,0.0,0.0988,-5.358,0.113,65.027,4,0
6082,Baby,1mZrE360vTGfbbIanlO346,0,Giochiamo insieme Canzoni per bambini,Various Artists,0,2022-04-28,216613,0.0457,0.731,0.842,0.0,0.0988,-5.358,0.113,65.027,4,0
6083,Mistletoe,10DhoomKIv45xTN9Xy0N34,1,Christmas 2022,Various Artists,0,2022-04-27,183066,0.475,0.623,0.668,0.0,0.0862,-7.282,0.0531,161.948,4,0
6084,Peaches,02nfNA16k0T76xPAvXOdM4,0,Sonne im Gesicht,Various Artists,0,2022-04-28,198081,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,4,0
6085,Fa La La,4PvlpAd2uhpPWuQCHpCcyW,0,Christmas 2022,Various Artists,0,2022-04-27,185560,0.0207,0.658,0.679,3.15e-06,0.198,-8.606,0.0361,94.489,4,0
6086,Purpose,15laFoHCBeZUobX8539ITZ,1,good 4 u,Various Artists,0,2022-04-26,210173,0.9,0.481,0.285,0.0,0.123,-10.848,0.0424,130.021,4,0
6087,Shivers,7op9RUsUFqL0kDBlNNNEUo,0,Hits Don't Lie,Various Artists,0,2022-04-29,207853,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,4,0
6088,Shivers,5ZEnSCXKZFp49TwYCC1ecG,0,Good Things - Everyday Favorites,Various Artists,0,2022-04-29,207853,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,4,0
6089,The Joker and the Queen,6BDMzx0c0fj1uAYRfzp2ue,0,Butterflies - Love Vibes,Various Artists,0,2022-04-29,185586,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,4,0
6090,The Joker and the Queen,77pboy1jINTf9VFcSYErq2,0,Up at Night - Fresh Pop Picks,Various Artists,0,2022-04-29,185586,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,4,0
6091,Don't - Don Diablo Remix,6f5KzvFBSdCSS3wCE2SgzC,0,Big Room Anthems,Various Artists,0,2022-04-29,249834,0.0112,0.681,0.949,0.107,0.272,-2.608,0.0358,125.971,4,0
6092,Bad Habits,51bLochbZJ22Ba1LydYBEY,0,TikTok Dances,Various Artists,0,2022-04-29,230746,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,4,0
6093,The Joker and the Queen,0LVsnbGX0lverzEciqUOAN,0,Unwind with Laidback Pop,Various Artists,0,2022-04-29,185586,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,4,0
6094,I Don't Care - Acoustic,0gQZ0Gt1zGpduiLVpTmfm0,0,Acoustic Favorites,Various Artists,0,2022-04-29,238220,0.793,0.705,0.35,0.0,0.108,-8.126,0.0301,94.059,4,0
6095,Don't,1PQG3BbBO8IgNPZdFnnhIi,0,Straight up 10's,Various Artists,0,2022-04-29,219840,0.0113,0.807,0.608,0.0,0.635,-7.008,0.0659,95.047,4,0
6096,Shivers,5TaKaUOkVed67HDY7GpSPv,0,Pop Drive,Various Artists,0,2022-04-29,207853,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,4,0
6097,Shivers,79ulZm4zpFcmkZClMrx8ma,0,Virals,Various Artists,0,2022-04-29,207853,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,4,0
6098,Bad Habits,3VJ5XemOytOvz0m7WNbgXt,0,Boys Don't Cry - Retro Wave,Various Artists,0,2022-04-29,230746,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,4,0
6099,Save Myself,2f3VhvKqdxqOYdmzaP6njV,0,Pop Study,Various Artists,0,2022-04-29,247106,0.849,0.449,0.29,0.0,0.227,-5.617,0.0552,78.541,4,0
6100,Happier - Acoustic,3LxRIQrNHoTh4JBq3U02b6,0,Calm Down Acoustic,Various Artists,0,2022-04-29,206209,0.0417,0.501,0.4,1.5e-06,0.133,-8.117,0.0258,91.007,4,0
6101,Castle On the Hill - Acoustic,4mL4xkPl644iuNitwcYMjL,0,Acoustic Music,Various Artists,0,2022-04-29,226226,0.52,0.563,0.26,0.0,0.146,-5.857,0.039,145.561,4,0
6102,Bad Habits,0u0jzSLNkzTSlKduhRYnyS,0,Elite 20's Pop,Various Artists,0,2022-04-29,230746,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,4,0
6103,The Joker and the Queen,1Us1q1S7Q7ogylJqhCtxDb,0,Chill Pop,Various Artists,0,2022-04-29,185586,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,4,0
6104,The Joker and the Queen,44vT5Ysmzj8FKRvnbGlS85,0,Calm Down Pop,Various Artists,0,2022-04-29,185586,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,4,0
6105,Perfect,5p6Mq6SPUgpe7TdRjDxVUm,0,Pure Ballads,Various Artists,0,2022-04-29,263400,0.162,0.598,0.448,0.0,0.106,-6.312,0.0232,95.009,3,0
6106,Shivers,6hLcrwq3kzal0GUTd5xEWp,0,TikTok Dances,Various Artists,0,2022-04-29,207853,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,4,0
6107,Bones,0HqZX76SFLDz2aW8aiqi7G,86,Bones,Imagine Dragons,93,2022-03-11,165264,0.0206,0.773,0.742,0.0,0.0754,-3.678,0.046,114.071,4,0
6108,I’m Tired (with Zendaya) - Bonus Track,6LtHYDgYHRCHoKK3snfr2w,82,I’m Tired (with Zendaya) - Bonus Track,Labrinth,88,2022-02-28,187943,0.651,0.375,0.133,0.0,0.0695,-10.624,0.0352,131.721,4,0
6109,HANDSOMER (Remix) (Feat. Ktlyn),0vp1sk3FzuDBeLMLcRhQdL,77,HANDSOMER (Remix) (Feat. Ktlyn),Russ,82,2022-03-09,143414,0.176,0.891,0.62,1.59e-06,0.103,-6.822,0.157,82.035,4,0
6110,Poppin,3wn8nOygkHLUQ9dlXM1rKW,77,2 Alivë,Yeat,86,2022-02-18,167186,0.262,0.705,0.613,6.97e-06,0.198,-7.441,0.123,74.521,4,0
6111,Thousand Miles,1r8ZCjfrQxoy2wVaBUbpwg,82,Thousand Miles,The Kid LAROI,89,2022-04-22,164781,0.0858,0.376,0.657,0.0,0.0884,-4.658,0.0768,80.565,4,0
6112,Freaky Deaky,3vySEUpD0tc801F2WZDLYw,82,Freaky Deaky,Tyga,86,2022-02-25,215281,0.019,0.799,0.653,0.0,0.0935,-5.453,0.037,104.019,4,0
6113,X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof,89,LEGENDADDY,Daddy Yankee,94,2022-03-25,192477,0.0789,0.812,0.855,0.000167,0.108,-3.725,0.0554,90.04,4,0
6114,Out of Time - KAYTRANADA Remix,4Rrj1QxDqsj28gv9SiHQRA,68,Out Of Time (Remix Bundle),The Weeknd,97,2022-04-22,275555,0.0962,0.742,0.599,0.000578,0.0981,-8.796,0.297,108.283,4,0
6115,make up sex (feat. blackbear),50eJOxJiGmJ7PBZaTKpje1,79,mainstream sellout,Machine Gun Kelly,89,2022-03-25,122570,0.00156,0.665,0.678,0.0,0.474,-4.122,0.0315,131.986,4,0
6116,Sometimes,3i6sCTU7ENlnHpHvrHUitW,78,Fighting Demons (Deluxe),Juice WRLD,95,2022-03-18,259672,0.0609,0.674,0.58,0.0,0.159,-4.866,0.0311,121.987,4,0
6117,Frozen,6wIg1ZPi2m35WKnAq2LCQo,0,Frozen,Lil Baby,93,2022-04-28,179148,0.144,0.624,0.627,0.0,0.0999,-8.922,0.454,97.135,4,0
6118,Frozen,19n0UZuW8AArMVWNztoXu9,0,Frozen,Lil Baby,93,2022-04-28,179148,0.141,0.516,0.639,0.0,0.101,-8.716,0.5,126.073,5,0
6119,Bestie,6r9xnueU24r4eoG3HXC87E,76,BETTER THAN YOU,DaBaby,89,2022-03-04,111970,0.0741,0.807,0.625,0.0,0.487,-6.67,0.351,146.031,4,0
6120,Out of Time,2SLwbpExuoBDZBpjfefCtV,81,Dawn FM,The Weeknd,97,2022-01-06,214193,0.255,0.65,0.76,0.0,0.339,-4.422,0.0446,93.057,4,0
6121,Out of Time,6TZFNPSXXXBakzy5oUDQhc,50,Out Of Time (Remix Bundle),The Weeknd,97,2022-04-22,214190,0.244,0.629,0.763,0.0,0.312,-4.279,0.0453,93.023,4,0
6122,Surround Sound (feat. 21 Savage & Baby Tate),0cp97b37sFNsdIbQH6po3T,76,Surround Sound (feat. 21 Savage & Baby Tate),JID,85,2022-01-14,229938,0.156,0.57,0.573,0.0,0.256,-6.935,0.476,76.006,4,0
6123,Out of Time - KAYTRANADA Remix / Radio Edit,5wyFsVGDdrOZM0nf2D4p8f,48,Out Of Time (Remix Bundle),The Weeknd,97,2022-04-22,155555,0.121,0.749,0.676,1.82e-06,0.103,-8.413,0.356,107.908,4,0
6124,Out of Time - Instrumental,6oYRgLK4B38yYy9TeTpMjn,44,Out Of Time (Remix Bundle),The Weeknd,97,2022-04-22,214190,0.359,0.716,0.571,0.313,0.649,-8.077,0.0259,92.967,4,0
6125,Nobody Like U,4bV5sf2B4hWBBd5HQ8S7KB,81,Turning Red (Original Motion Picture Soundtrack),Finneas O'Connell,75,2022-03-11,160946,0.129,0.905,0.631,0.0,0.101,-10.06,0.177,105.026,4,0
6126,City of Gods,4huBDGP4I3S0pYI0EaRN1c,78,City of Gods,Fivio Foreign,81,2022-02-11,256000,0.102,0.474,0.801,0.0,0.322,-5.978,0.375,147.356,4,0
6127,chaotic,2bdqU7C4softKNcMYDFi96,81,chaotic,Tate McRae,85,2022-03-25,178720,0.59,0.412,0.382,0.0,0.0931,-7.023,0.0497,81.493,3,0
6128,Come & Go,5Qb59DusrDtT2KsGPt90R3,0,Mega Hits 2022,Various Artists,0,2022-04-29,205484,0.0173,0.625,0.811,0.0,0.16,-5.183,0.0659,144.994,4,0
6129,Wandered To LA,5Ioo84Zj3Mw87RSPK0NkAg,0,Mega Hits 2022,Various Artists,0,2022-04-29,189727,0.0509,0.687,0.645,2.96e-06,0.106,-4.761,0.04,135.083,4,0
6130,Lucid Dreams,7fv75ov6rqi66qNgMcY68y,3,good 4 u,Various Artists,0,2022-04-26,239835,0.349,0.511,0.566,0.0,0.34,-7.23,0.2,83.903,4,0
6131,"Come On, Let's Go (with Nigo)",6f44p3Kc4ayD9VtbC9Clkr,77,I Know NIGO!,Nigo,75,2022-03-25,199500,0.136,0.732,0.734,0.000901,0.165,-7.968,0.0974,145.722,4,0
6132,Cigarettes,1CfuBY3BDdKpooQ9L5zgUc,77,Fighting Demons (Deluxe),Juice WRLD,95,2022-03-18,227527,0.0306,0.587,0.614,0.0,0.399,-6.344,0.0435,160.075,4,0
6133,Birthday Cake,7dDrR6vMK1JAwZZ5MIWgme,82,Birthday Cake,Dylan Conrique,70,2022-02-02,205280,0.955,0.436,0.255,3.28e-05,0.106,-8.623,0.0364,113.265,4,0
6134,Petty Too (feat. Future),0VlpgNPHWCyh8xxLcaK2fp,76,7220,Lil Durk,90,2022-03-11,159926,0.0109,0.824,0.577,0.0,0.107,-9.443,0.357,154.081,4,0
6135,AHHH HA,54VFhe501kUbDYj2OrueMp,75,AHHH HA,Lil Durk,90,2022-02-22,186538,0.000114,0.676,0.61,1.73e-06,0.191,-9.185,0.273,156.005,4,0
6136,In A Minute,3ihIZrJreMJPjQdNLrEXnP,77,In A Minute,Lil Baby,93,2022-04-07,200470,0.0336,0.643,0.605,0.0,0.112,-5.968,0.297,84.216,4,0
6137,Flowers,6Z165JvPnS8PYvGW8oLGLc,80,Flowers,Lauren Spencer-Smith,78,2022-04-14,157373,0.869,0.684,0.449,0.0,0.0881,-9.738,0.611,66.165,4,0
6138,Do We Have A Problem?,1PNs0uGru3TcrA94kpyGnc,76,Do We Have A Problem?,Nicki Minaj,90,2022-02-04,207065,0.472,0.842,0.505,0.000322,0.117,-8.627,0.402,119.993,4,0
6139,Sacrifice,1nH2PkJL1XoUq8oE6tBZoU,83,Dawn FM,The Weeknd,97,2022-01-06,188918,0.0296,0.735,0.795,3.18e-05,0.0678,-6.523,0.113,122.0,4,0
6140,Scared Money (feat. J. Cole and Moneybagg Yo),4heBcjj4Lw3X2sQVFNbLbz,75,Scared Money,YG,80,2022-02-04,204285,0.0101,0.898,0.58,0.0,0.169,-7.632,0.26,84.018,4,0
6141,From Austin,3X0V4uEujns3TlpoDa2TvP,73,From Austin,Zach Bryan,78,2022-02-25,207453,0.633,0.5,0.485,1.26e-06,0.107,-7.94,0.0422,109.755,4,0
6142,Shaky Shaky,3EdtL763MqlpF3BYDYc85o,1,Saludo al Sol,Various Artists,0,2022-04-25,234320,0.076,0.899,0.626,0.0,0.0631,-4.228,0.292,88.007,4,0
6143,La Nueva Y La Ex,3tom03qs9TKHAicjjuoElH,1,Viernes de Perreo Intenso,Various Artists,0,2022-04-26,197053,0.0462,0.639,0.943,0.0,0.141,-3.542,0.136,198.051,4,0
6144,Limbo,4mSyHD1ZFpg9IPtUqRzWVo,1,Solteros Felices,Various Artists,0,2022-04-25,224800,0.0754,0.805,0.878,0.00329,0.0656,-3.826,0.0864,124.994,4,0
6145,Limbo,13Rv7g027SgAjGHOsFKvTh,1,Crossover Latino,Various Artists,0,2022-04-26,224800,0.0754,0.805,0.878,0.00329,0.0656,-3.826,0.0864,124.994,4,0
6146,Limbo,2EG37loZG8qDKyhBNJuiqA,1,Viernes de Perreo Intenso,Various Artists,0,2022-04-25,224800,0.0754,0.805,0.878,0.00329,0.0656,-3.826,0.0864,124.994,4,0
6147,Dura,5eSTYMkwCzDaf9G0M2vd0w,2,Solteros Felices,Various Artists,0,2022-04-25,200480,0.174,0.783,0.84,0.0,0.412,-3.416,0.051,95.002,4,0
6148,La Nueva Y La Ex,221dVbNRUm7fUJ6116kDMb,6,Viernes de Perreo Intenso,Various Artists,0,2022-04-25,197053,0.0462,0.639,0.943,0.0,0.141,-3.542,0.136,198.051,4,0
6149,Rompe,1c1Qpsy3P7PdDjqSVD5sw3,0,Pon lo que quieras,Various Artists,0,2022-04-29,189040,0.0358,0.687,0.806,5.83e-06,0.0569,-6.019,0.0549,176.064,4,0
6150,Adictiva,7j6wCcjOuvr48EtJCgIDVt,0,Me Tienes En Un Viaje,Various Artists,0,2022-04-28,207853,0.291,0.787,0.771,5.65e-05,0.172,-3.206,0.0563,99.036,4,0
6151,Shaky Shaky,0WqGuBvdszI7VSri9Jf5rD,0,Pon lo que quieras,Various Artists,0,2022-04-29,234320,0.076,0.899,0.626,0.0,0.0631,-4.228,0.292,88.007,4,0
6152,Limbo,6pLacK42cJ03PbOjacybUE,0,Urbanas Puro Fuego 🔥,Various Artists,0,2022-04-29,224800,0.0754,0.805,0.878,0.00329,0.0656,-3.826,0.0864,124.994,4,0
6153,Con Calma,3XYPQjez7OMEsGbpGMbWSA,0,Urbanas Puro Fuego 🔥,Various Artists,0,2022-04-29,193226,0.11,0.737,0.86,1.94e-06,0.0574,-2.652,0.0594,93.989,4,0
6154,Vuelve,7GjysEBWocGBUhigwMXfOh,0,Urbanas Puro Fuego 🔥,Various Artists,0,2022-04-29,279613,0.196,0.734,0.531,0.0,0.119,-5.662,0.0321,130.025,4,0
6155,Gasolina - Live,3M8KeaMyNJllTYiGQzBUPV,0,Halloween Latino,Various Artists,0,2022-04-29,306720,0.153,0.669,0.865,0.0,0.154,-4.251,0.27,96.007,4,0
6156,Limbo,1GwB3cqN0ZeNuOlPlP8xof,0,Viernes de Perreo Intenso,Various Artists,0,2022-04-26,224800,0.0754,0.805,0.878,0.00329,0.0656,-3.826,0.0864,124.994,4,0
6157,La Rompe Corazones,6Vj0lYbkLr879pcupfvluk,0,Pon lo que quieras,Various Artists,0,2022-04-29,204520,0.118,0.686,0.859,0.0,0.317,-2.595,0.0553,176.018,4,0
6158,La Rompe Corazones,49LuaSXrIjBvHoNbxtEnrr,0,Ahora Me Llama... Pero No Le Contesto,Various Artists,0,2022-04-29,204520,0.118,0.686,0.859,0.0,0.317,-2.595,0.0553,176.018,4,0
6159,La Rompe Corazones,6qkUXConu2B3GFkMBaGiTQ,0,Me Tienes En Un Viaje,Various Artists,0,2022-04-28,204520,0.118,0.686,0.859,0.0,0.317,-2.595,0.0553,176.018,4,0
