,Unnamed: 0,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,year,Is hit,Pop,Rock,Country,R&B,Hiphop
6396,6396,Ice Cream,3FRBGiT1aa46BneXKgflrD,0,The Kollege Dropout,Cartier Frames,2,2022-04-03,211097,0.193,0.884,0.529,0.0,0.0791,-5.894,0.294,82.039,4,2022,0,0,0,0,0,0
6397,6397,Pineapple Pizza,49aKuQ01P2b9AHc3tFB8gI,0,The Kollege Dropout,Cartier Frames,2,2022-04-03,171022,0.0405,0.888,0.352,0.0,0.106,-10.503,0.133,118.979,4,2022,0,0,0,0,0,0
6398,6398,That's Not Bad,4wGpx6DOw0oero9IJi7uY2,0,The Kollege Dropout,Cartier Frames,2,2022-04-03,119148,0.634,0.787,0.441,0.0,0.15,-9.026,0.209,141.119,4,2022,0,0,0,0,0,0
6399,6399,New To It Freestyle,3gTIkV8B3nIfQ2BuKsJLub,0,The Kollege Dropout,Cartier Frames,2,2022-04-03,64320,0.489,0.803,0.488,3.29e-06,0.0924,-8.859,0.223,90.07,4,2022,0,0,0,0,0,0
6400,6400,Get The Money,1wdarILeNMB56CErDCAH5t,0,The Kollege Dropout,Cartier Frames,2,2022-04-03,202000,0.0942,0.79,0.588,2.17e-05,0.145,-7.159,0.04,105.012,4,2022,0,0,0,0,0,0
6401,6401,Praying for Better Days,3tvCCKQWPQuPr0BalgMMmX,0,The Kollege Dropout,Cartier Frames,2,2022-04-03,172490,0.43,0.501,0.583,0.0,0.135,-8.897,0.131,72.385,1,2022,0,0,0,0,0,0
6402,6402,Pray for the World (Brighter Days),1t9Hj3vAJFLcGDZQhyDyRN,0,The Kollege Dropout,Cartier Frames,2,2022-04-03,101503,0.102,0.702,0.328,0.00695,0.105,-10.403,0.102,152.075,4,2022,0,0,0,0,0,0
6403,6403,No Guidance,0I9xszqYbiiKAxFgktNCvE,0,The Kollege Dropout,Cartier Frames,2,2022-04-03,156268,0.0603,0.736,0.779,0.0,0.189,-7.215,0.0562,133.995,4,2022,0,0,0,0,0,0
6404,6404,Eye for an Eye,6L2Wn2kaTmmy4vtR7Fik0Z,6,Eye for an Eye,Young Uno,30,2020-01-06,245500,0.464,0.866,0.799,0.0,0.0888,-6.764,0.469,78.007,4,2020,0,0,0,0,0,0
6405,6405,Hard to Say,21HdWhSlVwnZuxnZ1VIQYo,2,Human Condition,Sean Hetrick,1,2020-02-11,221988,0.00442,0.586,0.675,0.000852,0.104,-7.165,0.0809,170.092,4,2020,0,0,0,0,0,0
6406,6406,Seasonal Selection,2n1l9XLn2Ia8f8BDCUIgBL,2,Human Condition,Sean Hetrick,1,2020-02-11,225645,0.511,0.632,0.498,0.00188,0.119,-7.419,0.0252,145.052,4,2020,0,0,0,0,0,0
6407,6407,Fear,3qVGiB8rvEORjulGeHXcsD,2,Human Condition,Sean Hetrick,1,2020-02-11,217286,0.0251,0.582,0.872,0.769,0.0837,-4.627,0.0685,116.226,4,2020,0,0,0,0,0,0
6408,6408,Tango Connor,4RkcSdVDCq3vaaNUtLBxBF,1,Human Condition,Sean Hetrick,1,2020-02-11,228832,0.0226,0.656,0.827,0.659,0.188,-7.193,0.0503,110.018,4,2020,0,0,0,0,0,0
6409,6409,Drip Zone,5I5bvrUKg4xg8rwupz67Do,6,Drip Zone,Cozee Boy,14,2021-01-31,197846,0.0018,0.758,0.739,0.0164,0.201,-3.698,0.0458,130.028,4,2021,0,0,0,0,0,0
6410,6410,STOP THAT,2hZkLxRUFlGq6g12mO2uGC,5,STOP THAT,Daleboy Darryl,11,2022-03-07,173333,0.0567,0.9,0.567,0.0,0.0627,-7.726,0.333,144.093,4,2022,0,0,0,0,0,0
6411,6411,Koni Kai Ndakokun Yu,1g0JsGE5M1pDYFrTh6Mp43,6,Koni Kai Ndakokun Yu,Orgullo Guerrerense,26,2019-11-15,241841,0.227,0.555,0.715,0.0,0.05,-6.677,0.0691,100.221,4,2019,0,0,0,0,0,0
6412,6412,Mary Had a Little Lamb - Instrumental,3Bp1rlWyaZnSSGQBRF7kHy,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,111455,0.986,0.775,0.372,0.968,0.105,-23.67,0.107,140.031,4,2019,0,0,0,0,0,0
6413,6413,London Bridge is Falling Down,6KZ6alaFQ94dtrM2ueGQTl,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,134000,0.97,0.636,0.0666,0.0,0.11,-17.493,0.0387,75.385,4,2019,0,0,0,0,0,0
6414,6414,Baa Baa Black Sheep - Instrumental,213GPDYHWU8CVTmcF97L6H,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,187245,0.994,0.809,0.124,0.972,0.111,-29.154,0.0706,96.01,4,2019,0,0,0,0,0,0
6415,6415,The Wheels on the Bus,1wMVbZp7zBcOwcrvjnVb1f,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,132000,0.944,0.745,0.0933,1.18e-05,0.129,-18.179,0.0912,137.169,4,2019,0,0,0,0,0,0
6416,6416,Hush Little Baby,6Dzf925F5gQMkZZvoAip9Z,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,172000,0.97,0.593,0.0549,0.0,0.235,-16.773,0.0492,103.137,4,2019,0,0,0,0,0,0
6417,6417,Twinkle Twinkle Little Star,3frN4PE32kJDBarNGMt8cs,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,122000,0.962,0.453,0.0897,3.25e-05,0.161,-15.416,0.0296,77.939,4,2019,0,0,0,0,0,0
6418,6418,Oh Where Have You Been Billy Boy - Instrumental,1WnOLZzbbh9azrxI9HNDgF,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,43090,0.976,0.635,0.221,0.949,0.128,-22.06,0.0652,109.918,4,2019,0,0,0,0,0,0
6419,6419,Pop! Goes the Weasel,3NggqbhgsiwfxKE3FOEc8z,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,142000,0.965,0.45,0.059,0.0,0.115,-14.419,0.051,69.207,4,2019,0,0,0,0,0,0
6420,6420,Pat a Cake - Instrumental,5obdI8K1tL15wUfxqJlE5L,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,124830,0.991,0.433,0.267,0.973,0.122,-19.061,0.084,72.766,3,2019,0,0,0,0,0,0
6421,6421,Row Row Row Your Boat - Instrumental,6EOklrDTWUfo8ZGAKAMS23,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,60929,0.682,0.726,0.145,0.975,0.0932,-20.953,0.135,150.037,5,2019,0,0,0,0,0,0
6422,6422,Hey Diddle Diddle,4droOb9khvZYg9DTC1W0gJ,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,115636,0.977,0.498,0.137,0.0,0.136,-14.821,0.0551,140.453,3,2019,0,0,0,0,0,0
6423,6423,The Grand Old Duke of York,0EaEQtMSSFPLEdHd7oPGeX,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,122000,0.982,0.527,0.0479,3.22e-05,0.13,-16.765,0.0387,131.312,4,2019,0,0,0,0,0,0
6424,6424,Yankee Doodle,5k7MRLNDkrb9986VjjhHYn,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,148000,0.974,0.769,0.123,0.000962,0.138,-15.844,0.0488,115.172,4,2019,0,0,0,0,0,0
6425,6425,Jack and Jill,6PtFPRqVtYQh3sSIGq1Non,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,119040,0.979,0.671,0.0591,0.0,0.222,-14.338,0.0518,75.671,4,2019,0,0,0,0,0,0
6426,6426,Rock a Bye Baby,2TmvlLm4pzSKToX9VX2lpR,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,148000,0.964,0.571,0.066,1.96e-05,0.114,-15.637,0.0395,108.76,3,2019,0,0,0,0,0,0
6427,6427,Brahms Lullaby - Instrumental,0r5VEh05hOCH5So5B0sLiK,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,161982,0.94,0.652,0.31,0.955,0.117,-18.688,0.0508,132.002,5,2019,0,0,0,0,0,0
6428,6428,Three Blind Mice,27lyyqpVaNmIEnUgvuclWP,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,85090,0.951,0.533,0.0892,0.0,0.144,-14.27,0.0502,98.34,4,2019,0,0,0,0,0,0
6429,6429,This Old Man - Instrumental,0BDJSUq5I1uUp2sMqp5hK4,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,120372,0.954,0.836,0.33,0.893,0.116,-21.611,0.104,74.982,4,2019,0,0,0,0,0,0
6430,6430,Lullaby for Baby Bay - Instrumental,2n2gZRW9SQk99Xq6JR0kMu,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,182787,0.773,0.862,0.149,0.6,0.102,-24.58,0.116,99.998,3,2019,0,0,0,0,0,0
6431,6431,Old Macdonald Had a Farm,6BLemxZitM2HoAlAv6e3L0,5,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,129836,0.964,0.593,0.0499,0.0,0.124,-15.457,0.0533,112.31,4,2019,0,0,0,0,0,0
6432,6432,London's Burning,1pPeoNWy5kfgYIB148ymTe,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,130043,0.901,0.666,0.128,0.00756,0.0754,-12.95,0.0303,102.28,3,2019,0,0,0,0,0,0
6433,6433,Mary Mary Quite Contrary,1W2Qstqqkmqyiq2m34Soeg,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,146000,0.974,0.579,0.0649,6.88e-06,0.0915,-17.436,0.0519,115.896,4,2019,0,0,0,0,0,0
6434,6434,Row Row Row Your Boat,3l3hqcXB92LcOIjro6xPfK,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,126000,0.983,0.681,0.055,0.00028,0.13,-19.398,0.048,109.961,1,2019,0,0,0,0,0,0
6435,6435,Here We Go Round the Mulberry Bush,52QoouftzPmr9AxloW8gxQ,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,128000,0.973,0.579,0.13,7.22e-06,0.117,-15.325,0.0535,119.789,3,2019,0,0,0,0,0,0
6436,6436,Lazy Mary Will You Get Up - Instrumental,67agMc3ESPkOEl7xEPlXM4,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,74303,0.996,0.711,0.0462,0.928,0.11,-30.206,0.0756,85.306,4,2019,0,0,0,0,0,0
6437,6437,The Ants Go Marching One by One Bedtime - Instrumental,2jhUDC6mzOX0fLsPRiCihp,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,194676,0.745,0.578,0.0578,0.637,0.117,-19.709,0.0698,141.544,3,2019,0,0,0,0,0,0
6438,6438,Jack and Jill Went Up the Hill - Instrumental,7vncgJZum3PKOhjvns975A,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,136719,0.996,0.761,0.0463,0.938,0.109,-30.349,0.059,111.173,4,2019,0,0,0,0,0,0
6439,6439,London Bridge - Instrumental,0MSt5S7q8CjbNRlo48kzLp,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,90650,0.994,0.759,0.044,0.941,0.112,-29.986,0.0714,82.539,4,2019,0,0,0,0,0,0
6440,6440,Pop Goes the Weasel - Instrumental,75DKvBe5UB5X6bzFXCEwsH,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,74303,0.972,0.731,0.0861,0.771,0.109,-21.667,0.335,112.665,4,2019,0,0,0,0,0,0
6441,6441,Jack Sprat - Instrumental,5TDn9LZlznpwoo0sNTAEXo,0,Soothing Baby Lullabies,Baby Sleep Through the Night,40,2019-01-20,87678,0.622,0.737,0.538,0.729,0.0926,-16.721,0.199,89.998,4,2019,0,0,0,0,0,0
6442,6442,Zeph319,3g21Gx5B25UAIke5HFF0z8,6,Zeph319,KingHitz,33,2018-04-25,256287,0.00504,0.745,0.366,0.0,0.245,-13.153,0.0618,119.866,4,2018,0,0,0,0,0,0
6443,6443,Lung Combustion,2xOd4iVTB4qVo3p1kMenqu,6,Lung Combustion,Maaskrab,1,2022-04-05,140920,0.0312,0.922,0.297,0.0,0.0924,-14.36,0.196,110.0,4,2022,0,0,0,0,0,0
6444,6444,I Know He Left You,6ePuva9H5xf3Pjneg80kqe,5,I Know He Left You,Sweet And Woman,1,2022-03-08,139260,0.262,0.529,0.5,0.82,0.124,-12.142,0.028,99.975,4,2022,0,0,0,0,0,0
6445,6445,Chapter 1 - Hercule Poirot: The Adventure of the Egyptian Tomb,16xEQnBMnbAJoDhSskxgF1,1,"Hercule Poirot, The Adventure of the Egyptian Tomb (Unabridged)",Agatha Christie,39,2019-01-01,188414,0.542,0.657,0.251,0.0,0.306,-17.113,0.947,90.881,3,2019,0,0,0,0,0,0
6446,6446,Chapter 2 - Hercule Poirot: The Adventure of the Egyptian Tomb,16dkrFclXtpnrH273KcQkh,1,"Hercule Poirot, The Adventure of the Egyptian Tomb (Unabridged)",Agatha Christie,39,2019-01-01,185552,0.499,0.701,0.148,0.0,0.159,-18.933,0.945,79.223,1,2019,0,0,0,0,0,0
6447,6447,Chapter 3 - Hercule Poirot: The Adventure of the Egyptian Tomb,2zljbDU7fRjLki72URKFzL,0,"Hercule Poirot, The Adventure of the Egyptian Tomb (Unabridged)",Agatha Christie,39,2019-01-01,184520,0.56,0.62,0.232,0.0,0.26,-16.095,0.94,69.314,3,2019,0,0,0,0,0,0
6448,6448,Chapter 4 - Hercule Poirot: The Adventure of the Egyptian Tomb,0KbUz6l0KcQGbe4COgYlOc,0,"Hercule Poirot, The Adventure of the Egyptian Tomb (Unabridged)",Agatha Christie,39,2019-01-01,185153,0.538,0.715,0.2,0.0,0.315,-16.705,0.895,87.68,4,2019,0,0,0,0,0,0
6449,6449,Chapter 5 - Hercule Poirot: The Adventure of the Egyptian Tomb,5JOvEDBnW725UNMM3gFppX,0,"Hercule Poirot, The Adventure of the Egyptian Tomb (Unabridged)",Agatha Christie,39,2019-01-01,182887,0.419,0.72,0.16,0.0,0.0862,-16.364,0.837,112.741,3,2019,0,0,0,0,0,0
6450,6450,Chapter 6 - Hercule Poirot: The Adventure of the Egyptian Tomb,05Ygz7sL7K4di8dzX3Qyer,0,"Hercule Poirot, The Adventure of the Egyptian Tomb (Unabridged)",Agatha Christie,39,2019-01-01,184531,0.645,0.737,0.182,0.0,0.0932,-15.541,0.927,75.709,4,2019,0,0,0,0,0,0
6451,6451,Chapter 7 - Hercule Poirot: The Adventure of the Egyptian Tomb,7n2MNggK23H2d3Fg08rh6G,0,"Hercule Poirot, The Adventure of the Egyptian Tomb (Unabridged)",Agatha Christie,39,2019-01-01,187185,0.491,0.704,0.185,0.0,0.192,-17.565,0.922,104.304,4,2019,0,0,0,0,0,0
6452,6452,Chapter 8 - Hercule Poirot: The Adventure of the Egyptian Tomb,6jNmSRD6YjzIYTZxppBHFh,0,"Hercule Poirot, The Adventure of the Egyptian Tomb (Unabridged)",Agatha Christie,39,2019-01-01,187049,0.488,0.671,0.187,0.0,0.211,-16.564,0.919,77.785,4,2019,0,0,0,0,0,0
6453,6453,Chapter 9 - Hercule Poirot: The Adventure of the Egyptian Tomb,3QPv6mR3u2lCnfZNHO238T,0,"Hercule Poirot, The Adventure of the Egyptian Tomb (Unabridged)",Agatha Christie,39,2019-01-01,253426,0.52,0.709,0.246,0.0,0.145,-15.485,0.933,135.42,3,2019,0,0,0,0,0,0
6454,6454,He Hates She Can Dance,0cLHjweILlPy4RXZlQvBWC,5,He Hates She Can Dance,Riding With My Music,1,2022-03-08,111140,0.512,0.492,0.758,0.0495,0.405,-10.037,0.0313,148.971,4,2022,0,0,0,0,0,0
6455,6455,Songs For Tomorrow,4bseYSBS1QDNPFUd5dRR1S,5,Songs For Tomorrow,Brenda Steib,1,2022-03-22,117420,0.534,0.51,0.499,0.467,0.371,-11.858,0.0264,183.955,4,2022,0,0,0,0,0,0
6456,6456,Hangin' On To My Jesus,1rQ62Ei4dJFHStrMvePfqB,5,Hangin' On To My Jesus,BRO AARONN,31,2017-11-08,154253,0.118,0.635,0.669,0.0,0.119,-9.781,0.0749,130.024,4,2017,0,0,0,0,0,0
6457,6457,Think Of A Storm,6zvK8zMkMNtHbPNdL99JEO,5,Think Of A Storm,Patricia Little,1,2022-03-23,117420,0.676,0.784,0.261,0.0163,0.12,-13.467,0.0436,91.99,4,2022,0,0,0,0,0,0
6458,6458,I Think You're In Love,65dVFDYjeCTj3bIKDocfCr,5,I Think You're In Love,Dream Her Home,1,2022-03-08,114206,0.481,0.625,0.49,0.03,0.103,-11.608,0.0339,144.965,4,2022,0,0,0,0,0,0
6459,6459,Imp In The Lake,0bpPxQk7hI1mKu5i8QuJr4,5,Imp In The Lake,Searching For Technology,1,2022-03-01,144955,0.475,0.542,0.657,0.867,0.198,-13.519,0.0666,192.048,4,2022,0,0,0,0,0,0
6460,6460,Crows And Butchers,1Rdj8dacUH02e05eP12q7F,6,Crows And Butchers,Agents Of Hell,1,2022-03-02,144746,0.0128,0.752,0.974,0.859,0.0483,-11.902,0.0362,96.014,4,2022,0,0,0,0,0,0
6461,6461,Stray Thread,0dfVoR8htk5ONukbK4PgHA,6,Stray Thread,Sophie Louise,4,2022-04-01,149729,0.126,0.675,0.589,0.00497,0.22,-9.293,0.0554,129.9,4,2022,0,0,0,0,0,0
6462,6462,Another Tomorrow,1I9ylGOZRYhd1lSGXnEz0K,1,Obvious Rhymes,Hollahan,2,2022-04-22,187242,0.0683,0.739,0.509,0.0,0.0812,-8.26,0.0343,145.034,4,2022,0,0,0,0,0,0
6463,6463,My Cup of Coffee,33NRIdwON9Z1UxCjvXj5pp,1,Obvious Rhymes,Hollahan,2,2022-04-22,244000,0.429,0.866,0.461,0.0323,0.0916,-12.501,0.0493,125.079,4,2022,0,0,0,0,0,0
6464,6464,Strictly Business,73azwV7spbANpginqDolBo,0,Obvious Rhymes,Hollahan,2,2022-04-22,184807,0.77,0.787,0.342,9.81e-05,0.0998,-13.887,0.0351,116.003,4,2022,0,0,0,0,0,0
6465,6465,Rose Anna Marie,57sZSVlumoTgp4FpzBadZ5,0,Obvious Rhymes,Hollahan,2,2022-04-22,178242,0.621,0.722,0.41,0.0,0.135,-11.886,0.0294,125.026,4,2022,0,0,0,0,0,0
6466,6466,Holly Would,6JrO6gayZ0AjijJ1WHAPbt,0,Obvious Rhymes,Hollahan,2,2022-04-22,167839,0.348,0.651,0.764,0.000224,0.272,-9.143,0.0284,135.014,4,2022,0,0,0,0,0,0
6467,6467,The Worst Is Yet To Come,52Br3jFW2PsoraEoejzFD2,0,Obvious Rhymes,Hollahan,2,2022-04-22,197358,0.392,0.695,0.354,1.35e-06,0.18,-14.209,0.0409,125.191,4,2022,0,0,0,0,0,0
6468,6468,Waiting on My Second Wind,59VGDqt76XnlFLqst2WDXg,0,Obvious Rhymes,Hollahan,2,2022-04-22,120369,0.668,0.633,0.491,0.0,0.0998,-10.383,0.0382,140.505,4,2022,0,0,0,0,0,0
6469,6469,Bound To Fall Apart,3js4rK3lKRneYD5eda3kQk,0,Obvious Rhymes,Hollahan,2,2022-04-22,178500,0.895,0.773,0.279,0.000706,0.104,-13.616,0.03,112.01,4,2022,0,0,0,0,0,0
6470,6470,I Don't Mind,5nskjeaIUTtOeNbhcBPFZp,0,Obvious Rhymes,Hollahan,2,2022-04-22,57954,0.212,0.61,0.61,0.0,0.177,-9.604,0.0385,139.809,4,2022,0,0,0,0,0,0
6471,6471,Possibilities,2rOcmrSqjtZDnPU7GZyPHm,0,Obvious Rhymes,Hollahan,2,2022-04-22,217500,0.692,0.417,0.542,0.00593,0.119,-10.096,0.0291,175.743,4,2022,0,0,0,0,0,0
6472,6472,Cold Sweat Summer,1D5GJcbhjIneDiRsMryDEV,0,Obvious Rhymes,Hollahan,2,2022-04-22,206922,0.106,0.595,0.434,0.0,0.105,-8.912,0.0349,117.558,4,2022,0,0,0,0,0,0
6473,6473,Angela,5x4dBbvfdsjeGttRaLY8U4,0,Obvious Rhymes,Hollahan,2,2022-04-22,260000,0.822,0.549,0.379,0.756,0.151,-13.706,0.0284,88.104,4,2022,0,0,0,0,0,0
6474,6474,Rats And Snakes,25fn446Pjo734h5q8J8sfJ,5,Rats And Snakes,Officers With Wings,1,2022-03-02,145060,0.0152,0.61,0.306,0.00446,0.585,-12.241,0.0256,96.024,4,2022,0,0,0,0,0,0
6475,6475,Giggling Behind The Door,7ihc9v1TkWeHD6WyqpFl8Y,6,Giggling Behind The Door,Spy Of My Imagination,1,2022-03-02,145060,0.107,0.756,0.513,0.883,0.0627,-13.645,0.101,96.011,4,2022,0,0,0,0,0,0
6476,6476,For Your Old Self,1Zt8LvJepGgG0kRe4l2PPx,5,For Your Old Self,Horses Of The Eternal,1,2022-02-28,131371,0.988,0.671,0.385,0.891,0.411,-15.495,0.053,105.969,4,2022,0,0,0,0,0,0
6477,6477,Seeing Voice,6S4f7I53Uh9S7azUuiNuDC,6,Seeing Voice,Walter Saffold,1,2022-03-21,120032,0.468,0.67,0.37,0.983,0.0584,-10.334,0.028,89.995,4,2022,0,0,0,0,0,0
6478,6478,No Fall,103lZvPuG2Om4FWVFzXD8n,5,No Fall,Vulture With Gold,1,2022-03-01,143806,0.45,0.725,0.659,0.94,0.0998,-13.481,0.0753,96.007,4,2022,0,0,0,0,0,0
6479,6479,Freestyle,5dH4yzlx2xfiQIYB7bBYwR,6,Freestyle,kutthroat spinna,2,2022-03-12,177912,0.545,0.707,0.463,0.0,0.0844,-12.488,0.417,159.991,4,2022,0,0,0,0,0,0
6480,6480,Ent,0KF3APrHsNpAvxFmJXz1dU,6,Ent,Bumpman,20,2021-12-20,176588,0.112,0.759,0.712,0.0,0.149,-6.201,0.197,152.998,4,2021,0,0,0,0,0,0
6481,6481,full of life,7As1fgjaJPEAZsDKZZvTom,0,ghost,Jazz the World,5,2022-04-07,192862,0.824,0.638,0.265,0.826,0.925,-18.045,0.0508,99.806,4,2022,0,0,0,0,0,0
6482,6482,fury at gunsight pass,36wkWGcDgWB7MQIJQ7IA9a,0,ghost,Jazz the World,5,2022-04-07,190406,0.486,0.711,0.476,0.9,0.699,-26.166,0.0787,150.04,3,2022,0,0,0,0,0,0
6483,6483,gaby,1mu5caVhoJDmBWK65o0qmq,0,ghost,Jazz the World,5,2022-04-07,194560,0.946,0.384,0.202,0.91,0.668,-28.625,0.0574,89.87,4,2022,0,0,0,0,0,0
6484,6484,ghost town,27KUsRhJmn44Ux7O1QQsme,0,ghost,Jazz the World,5,2022-04-07,202945,0.391,0.761,0.301,0.646,0.657,-25.345,0.0956,135.002,3,2022,0,0,0,0,0,0
6485,6485,giant,1uUD7I5xJYI75k8Ema3QXH,0,ghost,Jazz the World,5,2022-04-07,162298,0.917,0.564,0.188,0.85,0.595,-20.621,0.0514,90.064,3,2022,0,0,0,0,0,0
6486,6486,girls in prison,7J1bA72CEa7nArvQMDlD72,0,ghost,Jazz the World,5,2022-04-07,158406,0.945,0.448,0.127,0.922,0.459,-22.595,0.0605,90.023,4,2022,0,0,0,0,0,0
6487,6487,glory,4aAghnVLw5gDNsYCy4SsL7,0,ghost,Jazz the World,5,2022-04-07,194560,0.113,0.6,0.542,0.858,0.665,-20.31,0.207,119.98,3,2022,0,0,0,0,0,0
6488,6488,godzilla,01IXczXXr3xmfvBxRVhkQ9,0,ghost,Jazz the World,5,2022-04-07,202866,0.89,0.579,0.229,0.885,0.681,-25.778,0.0555,100.04,4,2022,0,0,0,0,0,0
6489,6489,good-bye my lady,33DOsCpq4TdWfMtOGXtLB3,0,ghost,Jazz the World,5,2022-04-07,194560,0.74,0.652,0.254,0.954,0.688,-18.972,0.165,134.962,3,2022,0,0,0,0,0,0
6490,6490,great day in the morning,2XaQug3zloVKrSU6Ae6oCa,0,ghost,Jazz the World,5,2022-04-07,202866,0.822,0.625,0.252,0.923,0.678,-26.278,0.0551,149.982,3,2022,0,0,0,0,0,0
6491,6491,gun brothers,4wbD8D8PFi8r5grjQFzVtu,0,ghost,Jazz the World,5,2022-04-07,202866,0.964,0.41,0.21,0.957,0.93,-33.958,0.0454,179.98,3,2022,0,0,0,0,0,0
6492,6492,gun the man down,3pjenqOL5nWkkdA9RQ9UxF,0,ghost,Jazz the World,5,2022-04-07,197851,0.919,0.582,0.451,0.894,0.671,-22.944,0.101,89.982,4,2022,0,0,0,0,0,0
6493,6493,gunslinger,28geFIlShrM4Ra79z32hKq,0,ghost,Jazz the World,5,2022-04-07,190406,0.627,0.74,0.457,0.882,0.702,-21.231,0.0497,150.001,3,2022,0,0,0,0,0,0
6494,6494,he laughed last,6d0JwW5LyOfRotlEyHNTYa,0,ghost,Jazz the World,5,2022-04-07,190406,0.832,0.759,0.394,0.887,0.686,-21.611,0.0818,135.004,3,2022,0,0,0,0,0,0
6495,6495,helen of troy,35O51H4sG0j6ZAoTqrL1Fr,0,ghost,Jazz the World,5,2022-04-07,197851,0.91,0.571,0.29,0.914,0.676,-23.162,0.0422,150.009,3,2022,0,0,0,0,0,0
6496,6496,Leave Me Alone,2RF6DAKPvhSp4XqbzbqmFa,1,Retaliation,Eatgreedy Gwapo,2,2021-12-04,145110,0.0393,0.65,0.46,0.0,0.122,-10.341,0.42,82.951,4,2021,0,0,0,0,0,0
6497,6497,Give It Ge,69I1BMJkfYMXOCAg9WidAh,0,Retaliation,Eatgreedy Gwapo,2,2021-12-04,145658,0.0405,0.597,0.447,0.0,0.108,-11.534,0.282,145.941,4,2021,0,0,0,0,0,0
6498,6498,Love Ties,0kv8mBZP8V7ga4rp5vYIHs,1,Retaliation,Eatgreedy Gwapo,2,2021-12-04,139624,0.399,0.604,0.354,0.0,0.113,-14.419,0.302,82.771,4,2021,0,0,0,0,0,0
6499,6499,Warm Up,3Wof4yvBNkjkNl5Y7BUuah,0,Retaliation,Eatgreedy Gwapo,2,2021-12-04,120006,0.0416,0.796,0.436,0.0,0.103,-10.093,0.454,83.969,4,2021,0,0,0,0,0,0
6500,6500,Pound,48Yl5T8zQ6SmRYbQUoceyO,1,Retaliation,Eatgreedy Gwapo,2,2021-12-04,125544,0.524,0.655,0.382,0.0,0.127,-10.635,0.307,132.699,4,2021,0,0,0,0,0,0
6501,6501,Choppa In The Van,5FeZ1XfDVgAJxcdc5awTDv,0,Retaliation,Eatgreedy Gwapo,2,2021-12-04,87484,0.00623,0.738,0.359,0.0,0.106,-12.692,0.405,109.076,5,2021,0,0,0,0,0,0
6502,6502,Forever,7sf1ecrgVGzWf4SQlTUrY9,0,Retaliation,Eatgreedy Gwapo,2,2021-12-04,190484,0.159,0.695,0.4,0.0,0.097,-10.053,0.325,125.983,4,2021,0,0,0,0,0,0
6503,6503,Special,0ZVHoX47js1ayCv0Xvm3HQ,0,Retaliation,Eatgreedy Gwapo,2,2021-12-04,147200,0.0539,0.772,0.336,0.0,0.141,-12.263,0.473,132.716,4,2021,0,0,0,0,0,0
6504,6504,Left 4 Dead,4eUtXLjj6IJrGYknyMLFxa,0,Retaliation,Eatgreedy Gwapo,2,2021-12-04,179095,0.00532,0.45,0.595,0.0,0.272,-6.604,0.317,92.482,5,2021,0,0,0,0,0,0
6505,6505,Dreaming,52TYw3BAWV3PuiIk0h6lL1,0,Retaliation,Eatgreedy Gwapo,2,2021-12-04,138344,0.0626,0.656,0.34,0.0,0.0802,-12.43,0.794,139.667,4,2021,0,0,0,0,0,0
