,Unnamed: 0,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,year,Is hit,Pop,Rock,Country,R&B,Hiphop
1671,1671,Drew Barrymore,0OgGn1ofaj55l2PcihQQGV,63,Drew Barrymore,Bryce Vine,72,2017-12-01,191146,0.46,0.758,0.574,0.00272,0.102,-6.889,0.0572,151.985,4,2018,1,1,0,0,0,0
1672,1672,Serendipity (Full Length Edition),5cQB9fbuQCz4muQUFkv3rR,24,Love Yourself 結 'Answer',BTS,96,2018-08-24,276707,0.445,0.347,0.578,0.0,0.231,-7.525,0.0626,86.73,5,2018,1,0,0,0,0,0
1673,1673,Right Now,43wzy7JxMEfvCh8ZFeZKYk,62,Right Now,Nick Jonas,70,2018-08-24,201680,0.0104,0.597,0.751,0.0,0.0912,-4.982,0.193,103.956,4,2018,1,1,0,0,0,0
1674,1674,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,73,Kamikaze,Eminem,95,2018-08-31,244679,0.0627,0.876,0.786,0.0,0.127,-4.884,0.306,153.068,4,2018,1,0,0,0,0,1
1675,1675,The Ringer,2jt2WxXMCD4zjACthkJQVE,66,Kamikaze,Eminem,95,2018-08-31,337941,0.0311,0.939,0.551,0.0,0.192,-9.126,0.291,118.552,4,2018,1,0,0,0,0,1
1676,1676,Greatest,2XTquzYQAdT1Hk78bOUwsv,64,Kamikaze,Eminem,95,2018-08-31,226937,0.0441,0.809,0.737,0.0,0.341,-5.186,0.108,80.025,4,2018,1,0,0,0,0,1
1677,1677,Not Alike (feat. Royce Da 5'9),28FGV3ORH14MYORd7s5dlU,64,Kamikaze,Eminem,95,2018-08-31,288086,0.0692,0.904,0.756,0.0,0.339,-3.746,0.32,140.005,4,2018,1,0,0,0,0,1
1678,1678,Fall,58QhkbaAkLFnn7JwAnAato,65,Kamikaze,Eminem,95,2018-08-31,262493,0.227,0.83,0.546,0.0,0.112,-5.716,0.295,182.973,4,2018,1,0,0,0,0,1
1679,1679,Kamikaze,2gsNpSn7VvvJuSrIDfRoYy,65,Kamikaze,Eminem,95,2018-08-31,216029,0.112,0.78,0.808,0.0,0.329,-5.175,0.484,79.982,4,2018,1,0,0,0,0,1
1680,1680,Normal,0evt4UZbdhnHtcAnxkm6A1,59,Kamikaze,Eminem,95,2018-08-31,222477,0.261,0.907,0.64,0.0,0.0785,-6.542,0.354,120.995,4,2018,1,0,0,0,0,1
1681,1681,Stepping Stone,60Z57Wdrn0pEVpHI7d7GAX,59,Kamikaze,Eminem,95,2018-08-31,309637,0.0305,0.616,0.684,0.0,0.376,-6.032,0.311,179.503,4,2018,1,0,0,0,0,1
1682,1682,BEBE,7ATATJztoWLcqDAcVVof0C,0,BEBE,6ix9ine,77,2018-08-31,217822,0.172,0.635,0.902,0.0,0.125,-3.559,0.109,102.063,4,2018,1,0,0,0,0,0
1683,1683,Venom - Music From The Motion Picture,2SL6oP2YAEQbqsrkOzRGO4,74,Kamikaze,Eminem,95,2018-08-31,269554,0.0193,0.749,0.794,0.0,0.543,-5.063,0.064,135.959,4,2018,1,0,0,0,0,1
1684,1684,Paul - Skit,0Uv5Kp8sEnriJjkX4oLfNI,55,Kamikaze,Eminem,95,2018-08-31,35240,0.993,0.636,0.335,0.0,0.342,-13.327,0.966,161.68,4,2018,1,0,0,0,0,1
1685,1685,Good Guy (feat. Jessie Reyez),4g32MdRoqwGKQd3NXIRhpU,61,Kamikaze,Eminem,95,2018-08-31,142192,0.244,0.696,0.634,0.0,0.437,-6.918,0.281,89.973,4,2018,1,0,0,0,0,1
1686,1686,Nice Guy (with Jessie Reyez),09FfQO3PqHO4HIJL511Ksi,57,Kamikaze,Eminem,95,2018-08-31,150801,0.0942,0.65,0.639,0.0,0.135,-5.962,0.458,139.226,4,2018,1,0,0,0,0,1
1687,1687,Em Calls Paul - Skit,6B3zy3LOKHndqsviCr2z15,54,Kamikaze,Eminem,95,2018-08-31,49023,0.977,0.707,0.314,0.0,0.109,-10.115,0.747,104.014,4,2018,1,0,0,0,0,1
1688,1688,8 Letters,4zRZAmBQP8vhNPf9i9opXt,71,8 Letters,Why Don't We,76,2018-08-31,190026,0.649,0.607,0.478,0.0,0.0928,-5.702,0.031,88.979,4,2018,1,1,0,0,0,0
1689,1689,Amigos Con Derechos,2zDj4WjbNDmrRL6Z4YjjCA,0,Amigos Con Derechos,Reik,83,2018-08-31,227476,0.0481,0.686,0.807,0.0,0.0652,-3.324,0.0613,183.971,4,2018,1,0,0,0,0,0
1690,1690,'Till I Collapse,4xkOaSrkexMciUUogZKVTS,84,The Eminem Show,Eminem,95,2002-05-26,297786,0.0622,0.548,0.847,0.0,0.0816,-3.237,0.186,171.447,4,2018,1,0,0,0,0,1
1691,1691,REMEDY,6jreFSOTUAViWjKyzOC4Kg,65,REMEDY,Alesso,81,2018-08-31,190295,0.269,0.601,0.775,0.0,0.0883,-4.612,0.0473,119.964,4,2018,1,1,0,0,0,0
1692,1692,Dance To This (feat. Ariana Grande),17JYzDCW1UTndfURuTydF2,0,Bloom,Troye Sivan,83,2018-08-31,231846,0.00632,0.736,0.756,0.00577,0.106,-7.099,0.047,117.016,4,2018,1,1,0,0,0,0
1693,1693,Noticed,7d6XJZjnm7iWcKwYL9z5kC,0,Noticed,Lil Mosey,77,2018-07-20,165000,0.462,0.699,0.558,0.0,0.116,-7.622,0.0603,79.992,4,2018,1,0,0,0,0,0
1694,1694,Ya No Tiene Novio,7uQmJ1jgNzBpATSoWKSPFu,68,Ya No Tiene Novio,Sebastian Yatra,87,2018-08-10,198933,0.048,0.632,0.832,0.0,0.0705,-1.948,0.154,182.184,4,2018,1,0,0,0,0,0
1695,1695,My Blood,2nqwxzn7svkN30dVGbXdWf,0,My Blood And A Few Others From Trench,Twenty One Pilots,85,2018-08-27,229120,0.0563,0.749,0.723,0.022,0.0977,-6.609,0.0432,108.999,4,2018,1,0,1,0,0,0
1696,1696,River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,71,Revival,Eminem,95,2017-12-15,221013,0.142,0.748,0.749,0.0,0.0713,-5.916,0.516,90.09,4,2018,1,0,0,0,0,1
1697,1697,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,74,Magic In The Hamptons (feat. Lil Yachty),Social House,70,2018-06-08,164640,0.66,0.769,0.479,0.0,0.0914,-5.339,0.0385,96.051,4,2018,1,0,0,0,0,0
1698,1698,Lucky Strike,5mTJcvxRxq3uF5wUjjciDw,0,Bloom,Troye Sivan,83,2018-08-31,208967,0.579,0.612,0.694,0.0,0.0914,-7.363,0.0514,103.031,4,2018,1,1,0,0,0,0
1699,1699,I Love It (& Lil Pump),4S8d14HvHb70ImctNgVzQQ,71,I Love It,Kanye West,96,2018-09-07,127946,0.0114,0.901,0.522,0.0,0.259,-8.304,0.33,104.053,4,2018,1,0,0,0,0,0
1700,1700,Electricity (with Dua Lipa),5N4erncE7kuUccm7zEmwzk,72,Electricity (with Dua Lipa),Silk City,63,2018-09-06,238173,0.0104,0.588,0.67,3.33e-06,0.338,-6.439,0.0473,118.159,4,2018,1,0,0,0,0,0
1701,1701,Ladders,39NDBdU5Xkm5pCFGa5kZtI,71,Swimming,Mac Miller,88,2018-08-03,287040,0.236,0.802,0.463,0.00531,0.105,-8.379,0.162,103.961,4,2018,1,0,0,0,0,1
1702,1702,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,69,Swimming,Mac Miller,88,2018-08-03,245640,0.343,0.69,0.462,0.00218,0.113,-8.054,0.13,157.655,4,2018,1,0,0,0,0,1
1703,1703,Come Back to Earth,01z2fBGB8Hl3Jd3zXe4IXR,72,Swimming,Mac Miller,88,2018-08-03,161840,0.89,0.272,0.238,0.00925,0.275,-12.148,0.0349,83.507,4,2018,1,0,0,0,0,1
1704,1704,Verleden Tijd,4kuexchmxuc5NXmokfo1WH,51,Verleden Tijd,Frenna,70,2018-09-07,195469,0.131,0.771,0.661,5.45e-06,0.114,-6.718,0.0916,104.884,4,2018,1,0,0,0,0,0
1705,1705,RAP DEVIL,63TyoT9Ee03rQxv8xmdJ2l,61,RAP DEVIL,Machine Gun Kelly,88,2018-09-08,286117,0.217,0.895,0.839,3e-06,0.239,-4.512,0.227,149.951,4,2018,1,0,0,0,0,0
1706,1706,What's the Use?,2dgrYdgguVZKeCsrVb9XEs,69,Swimming,Mac Miller,88,2018-08-03,288640,0.736,0.759,0.492,0.00989,0.107,-10.338,0.12,104.974,4,2018,1,0,0,0,0,1
1707,1707,Trip,7noud145AHZGg74vpWOsCa,0,Trip,Ella Mai,74,2018-08-03,217118,0.214,0.717,0.605,0.0,0.138,-5.68,0.075,81.047,4,2018,1,1,0,0,1,0
1708,1708,Leave Me Alone,14mHfNsSHN0FbLftyjrV9g,63,Leave Me Alone,Flipp Dinero,65,2018-09-04,195637,0.107,0.792,0.743,0.0,0.183,-2.806,0.0851,150.024,4,2018,1,0,0,0,0,0
1709,1709,Donald Trump,1yYzuNd0KRyHVJ3NH8apBt,0,Blue Slide Park,Mac Miller,88,2011,164586,0.128,0.632,0.898,0.0,0.449,-7.364,0.119,162.974,4,2018,1,0,0,0,0,1
1710,1710,Love Someone,6r3baE6njwU4aoJq6zPukG,0,Love Someone,Lukas Graham,75,2018-09-07,205463,0.173,0.661,0.412,0.0,0.113,-6.585,0.0409,85.932,4,2018,1,1,0,0,0,0
1711,1711,All I Am,6X6SdJzxyw7GzxwP2fr9WV,55,All I Am,Jess Glynne,77,2018-08-17,218868,0.0445,0.74,0.669,0.0,0.184,-5.199,0.0373,122.007,4,2018,1,1,0,0,0,0
1712,1712,The Flute Song,6pGuOWYOFDcSgmVvFWRWSv,60,ZOO,Russ,82,2018-09-07,147600,0.212,0.789,0.524,0.0,0.221,-7.942,0.273,138.064,4,2018,1,0,0,0,0,0
1713,1713,La Cintura,355kY0VYYf2AUOnUsU56Xq,0,Mar De Colores,Alvaro Soler,74,2018-09-07,204660,0.0201,0.706,0.845,0.0,0.358,-4.102,0.0692,100.015,4,2018,1,0,0,0,0,0
1714,1714,Weekend (feat. Miguel),6GnhWMhgJb7uyiiPEiEkDA,76,GO:OD AM,Mac Miller,88,2015-09-18,208080,0.47,0.843,0.435,0.0,0.147,-8.442,0.178,120.058,4,2018,1,0,0,0,0,1
1715,1715,Better,4T3fNx3CgwDRRYgmFCbD4J,70,Better,Khalid,90,2018-09-14,229412,0.0984,0.442,0.585,0.391,0.14,-10.332,0.0964,97.565,4,2018,1,1,0,0,0,0
1716,1716,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,75,Wake Up in the Sky,Gucci Mane,83,2018-09-14,204664,0.00381,0.8,0.578,0.0,0.359,-5.144,0.0485,143.01,4,2018,1,0,0,0,0,1
1717,1717,Don't Leave Me Alone (feat. Anne-Marie),2zy9TMoZlYGuCNY4TLqG24,51,7,David Guetta,91,2018-09-14,183746,0.177,0.694,0.617,0.0,0.11,-7.838,0.0469,127.928,4,2018,1,1,0,0,0,0
1718,1718,Falling Down - Bonus Track,0Dn40gxVCMo5TkgS8Ik18Q,0,Falling Down (Bonus Track),Lil Peep,87,2018-09-19,196400,0.0175,0.669,0.574,0.00294,0.146,-6.442,0.0286,120.013,4,2018,1,0,0,0,0,0
1719,1719,Say My Name,0YammaEkYSeo9vQYZ1OwS6,71,7,David Guetta,91,2018-09-14,198946,0.137,0.703,0.66,0.0,0.192,-5.119,0.123,95.031,4,2018,1,1,0,0,0,0
1720,1720,Drip Too Hard,1BxkZE73h9BN3qwuA15TA3,0,Drip Too Hard,Lil Baby,93,2018-09-12,145603,0.0945,0.9,0.653,0.0,0.528,-6.962,0.289,112.503,4,2018,1,0,0,0,0,0
1721,1721,SLOW DANCING IN THE DARK,0UyljEbX9dqI1K0sqdv6B6,0,SLOW DANCING IN THE DARK,Joji,84,2018-09-12,209273,0.544,0.515,0.479,0.00598,0.191,-7.458,0.0261,88.964,4,2018,1,0,0,0,0,0
1722,1722,New Patek,0Fpen1PTuEnCmOJtUU9Iud,66,New Patek,Lil Uzi Vert,90,2018-09-18,343099,0.0367,0.85,0.785,0.0,0.155,-4.963,0.345,145.063,4,2018,1,0,0,0,0,0
1723,1723,Kokain,1H3oIeKUEHpBhXUiso0IMH,0,Kokain,Bonez MC,80,2018-09-14,209231,0.231,0.615,0.677,0.0,0.543,-7.906,0.363,170.117,4,2018,1,0,0,0,0,0
1724,1724,Love Someone,2JqnpexlO9dmvjUMCaLCLJ,65,Love Someone,Lukas Graham,75,2018-09-07,205463,0.161,0.55,0.415,0.0,0.108,-6.557,0.052,172.065,4,2018,1,1,0,0,0,0
1725,1725,Flames,66BjcDhhwWCcQIBxHMpKXh,58,7,David Guetta,91,2018-09-14,194680,0.0817,0.631,0.649,3.8e-06,0.0934,-5.892,0.0385,93.95,4,2018,1,1,0,0,0,0
1726,1726,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,73,East Atlanta Love Letter,6LACK,81,2018-09-14,240341,0.696,0.61,0.458,0.000103,0.0852,-11.336,0.36,192.099,4,2018,1,0,0,0,1,1
1727,1727,Want To,0CBFOvHlyqy30Q5tbyNHfQ,20,Want To,Dua Lipa,94,2018-09-05,212040,0.0788,0.572,0.691,0.000132,0.0593,-4.783,0.123,92.082,4,2018,1,1,0,0,0,0
1728,1728,BONNIE & CLYDE,5UtiebKGhsSce9gX1qCqic,53,BONNIE & CLYDE,Loredana,66,2018-09-14,175906,0.11,0.792,0.62,1.61e-05,0.085,-4.832,0.266,169.985,4,2018,1,0,0,0,0,0
1729,1729,Burn Out (feat. Dewain Whitmore),7IWTIkiWGWNQyYfOLdMrGD,56,Burn Out (feat. Dewain Whitmore),Martin Garrix,82,2018-09-14,200322,0.0156,0.594,0.722,0.0,0.0667,-5.751,0.0398,127.877,4,2018,1,1,0,0,0,0
1730,1730,Mariners Apartment Complex,4UAW2gObi5o6sJla0qZpPn,0,Mariners Apartment Complex,Lana Del Rey,89,2018-09-12,246420,0.795,0.528,0.284,0.000303,0.109,-11.487,0.0287,76.012,4,2018,1,1,0,0,0,0
1731,1731,Side Effects (feat. Emily Warren),5hrXLJJrnKraxRQntH0Vv9,0,Sick Boy...This Feeling,The Chainsmokers,86,2018-09-18,173840,0.0013,0.662,0.741,0.0,0.566,-5.256,0.0317,110.032,4,2018,1,1,0,0,0,0
1732,1732,Culpables,6q8Lb50EtqNeeJXXe8mMAH,65,Culpables,KAROL G,91,2018-09-14,226626,0.279,0.728,0.801,4.71e-06,0.143,-2.942,0.0683,130.059,4,2018,1,0,0,0,0,0
1733,1733,Balenciaga Challenge (feat. Offset),6Zisja44KqMZj4GM4UY6Yv,49,East Atlanta Love Letter,6LACK,81,2018-09-14,187216,0.0895,0.744,0.394,6.66e-06,0.279,-9.828,0.419,142.961,4,2018,1,0,0,0,1,1
1734,1734,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,74,ONEPOINTFIVE,Aminé,76,2018-08-15,121346,0.073,0.754,0.342,0.0,0.193,-8.677,0.0991,128.981,4,2018,1,1,0,0,0,1
1735,1735,Ciumeira - Ao Vivo,2H1liABu20HXBOmbt5SQz1,0,Ciumeira (ao Vivo),Marília Mendonça,88,2018-08-24,190083,0.204,0.741,0.813,0.0,0.797,-4.83,0.0452,123.842,4,2018,1,0,0,0,0,0
1736,1736,Lust,7oJrVhiTPZGBXWPwhxjy9S,72,Life of a Dark Rose,Lil Skies,77,2017-12-12,156000,0.138,0.718,0.767,0.0,0.114,-5.641,0.166,160.084,4,2018,1,0,0,0,0,0
1737,1737,Killshot,1jo3TwNGCXfNdB5uba3ZVv,70,Killshot,Eminem,95,2018-09-19,253579,0.0995,0.893,0.651,0.0,0.371,-8.647,0.367,105.835,4,2018,1,0,0,0,0,1
1738,1738,No Stylist (feat. Drake),04MLEeAMuV9IlHEsD8vF6A,64,No Stylist,French Montana,81,2018-09-20,192172,0.0215,0.765,0.704,0.0,0.227,-4.589,0.127,147.055,4,2018,1,0,0,0,0,1
1739,1739,This Feeling (feat. Kelsea Ballerini),15kQGEy89K8deJcZVFEn0N,0,Sick Boy...This Feeling,The Chainsmokers,86,2018-09-18,199226,0.0651,0.539,0.651,0.0,0.0662,-5.304,0.0432,105.159,4,2018,1,1,0,0,0,0
1740,1740,RAP DEVIL,43TP6JCWXgkc2D7Xjz5hBr,57,BINGE,Machine Gun Kelly,88,2018-09-21,281586,0.215,0.896,0.834,3.92e-06,0.184,-4.682,0.238,149.968,4,2018,1,0,0,0,0,0
1741,1741,Let You Love Me,6xtcFXSo8H9BZN637BMVKS,60,Let You Love Me,Rita Ora,79,2018-09-21,190000,0.288,0.531,0.854,0.0,0.0773,-3.149,0.198,94.419,4,2018,1,1,0,0,0,0
1742,1742,90MIN,1YzlPeHWPU0JeM0u4ya5zj,38,90MIN,Salmo,74,2018-09-21,231907,0.035,0.715,0.675,0.0,0.842,-7.657,0.301,122.224,4,2018,1,0,0,0,0,0
1743,1743,INTERNATIONAL GANGSTAS,4IAVIBh9jbYN30DwpHFMD4,52,INTERNATIONAL GANGSTAS,Farid Bang,70,2018-09-21,286280,0.0965,0.74,0.622,0.0,0.099,-6.297,0.203,148.04,4,2018,1,0,0,0,0,0
1744,1744,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",0cDwUAF7yQrOLRcFfJpSc2,53,"Zero (From the Original Motion Picture ""Ralph Breaks The Internet"")",Imagine Dragons,93,2018-09-19,210934,0.000452,0.634,0.653,0.000987,0.115,-7.515,0.032,90.012,4,2018,1,0,1,0,0,0
1745,1745,Creep On Me,1MUL6DO2gVimj2YrVedubd,57,Creep On Me,GASHI,67,2018-08-22,194777,0.347,0.449,0.597,1.03e-05,0.197,-4.401,0.14,134.598,5,2018,1,0,0,0,0,0
1746,1746,Head Above Water,1N7YeVU0ZwAFbOhwM61ef6,0,Head Above Water,Avril Lavigne,81,2018-09-19,220850,0.0112,0.578,0.694,0.0,0.102,-5.351,0.0706,129.921,4,2018,1,1,0,0,0,0
1747,1747,UFF,6XjEOPgbgHKcaHcunEHSJJ,52,UFF,Veysel,67,2018-09-21,167626,0.041,0.815,0.828,0.0,0.314,-3.559,0.232,139.972,4,2018,1,0,0,0,0,0
1748,1748,Guiding Light,7wDqHhtRkP1TXSlZK0sEQH,38,Guiding Light,Mumford & Sons,76,2018-09-20,217633,0.0562,0.55,0.686,1.22e-05,0.0684,-8.653,0.0423,100.05,4,2018,1,0,0,0,0,0
1749,1749,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,75,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,82,2018-09-28,212500,0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,95.881,4,2018,1,1,0,0,0,0
1750,1750,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8,66,Tha Carter V,Lil Wayne,91,2018-09-28,324189,0.371,0.856,0.694,0.0,0.109,-4.393,0.169,122.08,4,2018,1,0,0,0,0,1
1751,1751,Don't Cry (feat. XXXTENTACION),5BQrp63SHCVf4bzCzJePne,62,Tha Carter V,Lil Wayne,91,2018-09-28,249450,0.407,0.618,0.71,0.0,0.183,-6.066,0.331,112.014,4,2018,1,0,0,0,0,1
1752,1752,Let It Fly (feat. Travis Scott),0CBQ0m3mufWH75LTYB3s6h,57,Tha Carter V,Lil Wayne,91,2018-09-28,186872,0.041,0.902,0.819,0.0,0.106,-3.321,0.316,89.0,4,2018,1,0,0,0,0,1
1753,1753,Uproar,3wScL5W8H40zzCKN0atfBk,67,Tha Carter V,Lil Wayne,91,2018-09-28,194184,0.0595,0.743,0.87,0.0,0.299,-2.188,0.212,99.079,4,2018,1,0,0,0,0,1
1754,1754,Dedicate,0Y7di9ZCmB6Elad5WISaPc,57,Tha Carter V,Lil Wayne,91,2018-09-28,189908,0.033,0.879,0.662,0.0,0.716,-6.162,0.309,117.975,4,2018,1,0,0,0,0,1
1755,1755,What About Me (feat. Sosamann),3JX0dOCIAiaR8MP3ryXWuM,52,Tha Carter V,Lil Wayne,91,2018-09-28,216961,0.0263,0.785,0.44,2.03e-06,0.122,-6.566,0.0401,118.089,4,2018,1,0,0,0,0,1
1756,1756,Can't Be Broken,5cGpjfgAvidLy6znwkCxkP,57,Tha Carter V,Lil Wayne,91,2018-09-28,193243,0.125,0.58,0.577,0.0,0.086,-5.997,0.2,99.283,5,2018,1,0,0,0,0,1
1757,1757,Dark Side Of The Moon (feat. Nicki Minaj),5IvdLxVB8gwwcgnEkXSSW2,52,Tha Carter V,Lil Wayne,91,2018-09-28,242972,0.526,0.603,0.457,0.0,0.0905,-5.384,0.297,73.724,4,2018,1,0,0,0,0,1
1758,1758,Famous (feat. Reginae Carter),05r1GGg1Rhs0RcUg27C82a,54,Tha Carter V,Lil Wayne,91,2018-09-28,242050,0.0302,0.623,0.568,0.0,0.25,-5.664,0.144,149.852,4,2018,1,0,0,0,0,1
1759,1759,Dope Niggaz (feat. Snoop Dogg),2AwyHlbA6f641SEkizD5JG,54,Tha Carter V,Lil Wayne,91,2018-09-28,205983,0.0401,0.752,0.709,0.0,0.0601,-5.053,0.28,84.974,4,2018,1,0,0,0,0,1
1760,1760,Open Letter,2DnH4XlEkghUdE8ymdVom5,51,Tha Carter V,Lil Wayne,91,2018-09-28,269286,0.0283,0.765,0.55,0.0,0.139,-6.299,0.357,97.004,4,2018,1,0,0,0,0,1
1761,1761,Shallow,5lK18Pt33xNudq4qYDxIm8,0,Shallow,Lady Gaga,88,2018-09-27,215733,0.371,0.572,0.385,0.0,0.231,-6.362,0.0308,95.799,4,2018,1,1,0,0,0,0
1762,1762,Problems,0ubdf6zWT1It2saK41SkO0,49,Tha Carter V,Lil Wayne,91,2018-09-28,208504,0.0169,0.803,0.571,0.0,0.252,-6.937,0.296,140.002,4,2018,1,0,0,0,0,1
1763,1763,Hittas,5s6pKnF3ZPtuqvEx1i1V7U,49,Tha Carter V,Lil Wayne,91,2018-09-28,223617,0.274,0.789,0.765,0.0,0.216,-3.93,0.379,144.049,4,2018,1,0,0,0,0,1
1764,1764,Open Safe,7EgI0dCaQuHFe3OTj5EpWI,50,Tha Carter V,Lil Wayne,91,2018-09-28,223938,0.00705,0.929,0.598,0.0,0.0549,-5.373,0.156,96.012,4,2018,1,0,0,0,0,1
1765,1765,"If I'm Lyin, I'm Flyin",2uMTscYuCT3BZ0OCzH3MwN,0,"If I'm Lyin, I'm Flyin",Kodak Black,86,2018-09-28,130929,0.1,0.715,0.617,3.62e-06,0.186,-5.558,0.242,176.108,4,2018,1,0,0,0,0,1
1766,1766,Took His Time,1Dk3CfJEtqvj7Xg2AWwfEn,50,Tha Carter V,Lil Wayne,91,2018-09-28,262399,0.144,0.753,0.703,0.0,0.325,-3.417,0.213,149.991,4,2018,1,0,0,0,0,1
1767,1767,Sweet but Psycho,25sgk305KZfyuqVBQIahim,8,Sweet but Psycho,Ava Max,86,2018-08-17,187436,0.0691,0.719,0.704,0.0,0.166,-4.724,0.0476,133.002,4,2018,1,1,0,0,0,0
1768,1768,Let It All Work Out,3BUWNzPWz2mDbptZmGEXpB,60,Tha Carter V,Lil Wayne,91,2018-09-28,316192,0.0218,0.551,0.562,0.0,0.302,-6.862,0.163,135.679,4,2018,1,0,0,0,0,1
1769,1769,Lost In Japan - Remix,575NJxNUVDqwJGdzBrlLbv,59,Lost In Japan (Remix),Shawn Mendes,90,2018-09-27,201253,0.0911,0.706,0.855,0.0,0.347,-5.377,0.215,107.184,4,2018,1,1,0,0,0,0
1770,1770,I Love You Dwayne,3ZVw1HR1QAQoKBygbhG4CE,44,Tha Carter V,Lil Wayne,91,2018-09-28,120302,0.81,0.647,0.814,0.0,0.445,-16.493,0.941,140.685,3,2018,1,0,0,0,0,1
1771,1771,Mess,6y4pOReFqH2wzo4CV91cZC,53,Tha Carter V,Lil Wayne,91,2018-09-28,212427,0.479,0.641,0.579,9.58e-05,0.214,-8.276,0.0896,145.995,4,2018,1,0,0,0,0,1
1772,1772,Sin (feat. Jaden Smith),1Jl21sidRpEdlVBvYbssLx,57,On the Run,Young Thug,90,2018-09-24,202533,0.00544,0.889,0.385,0.0,0.274,-11.767,0.165,125.995,4,2018,1,0,0,0,0,1
1773,1773,Used 2,68lOQPb5tX8U2cQRuas0L2,51,Tha Carter V,Lil Wayne,91,2018-09-28,240199,0.337,0.677,0.665,0.0,0.115,-6.949,0.487,87.637,4,2018,1,0,0,0,0,1
1774,1774,There's No Way (feat. Julia Michaels),2hnxrRNzF74mdDzpQZQukQ,1,There's No Way (feat. Julia Michaels),Lauv,83,2018-09-27,174860,0.49,0.755,0.625,0.0,0.157,-7.114,0.0896,147.02,4,2018,1,1,0,0,0,0
1775,1775,Demon,1kaxyXcAi5ZHF3Q94QXsHK,50,Tha Carter V,Lil Wayne,91,2018-09-28,214313,0.275,0.754,0.615,0.0,0.13,-5.346,0.171,140.036,4,2018,1,0,0,0,0,1
1776,1776,Start This Shit Off Right (feat. Ashanti & Mack Maine),6wqWfSOZvTK18SAczoYm1L,49,Tha Carter V,Lil Wayne,91,2018-09-28,280309,0.0206,0.865,0.568,0.0,0.186,-5.112,0.24,90.986,4,2018,1,0,0,0,0,1
1777,1777,Perfect Strangers,4E3qImtJzRqLt8ZZyLceOE,50,Tha Carter V,Lil Wayne,91,2018-09-28,249751,0.4,0.746,0.644,0.0,0.095,-2.605,0.232,146.187,4,2018,1,0,0,0,0,1
1778,1778,Diamond Heart,4J4zx8xGJpuGndrVc06KaT,59,Diamond Heart,Alan Walker,85,2018-09-28,239834,0.129,0.499,0.638,0.0,0.631,-6.145,0.0438,89.98,4,2018,1,0,0,0,0,0
1779,1779,ICONIC (ft. Jaden Smith),1FmdAhS8FqRoEJ4jcSfuKZ,54,YSIV,Logic,82,2018-09-28,298133,0.00575,0.388,0.777,0.0,0.288,-5.55,0.241,175.933,4,2018,1,0,0,0,0,1
1780,1780,Dope New Gospel (feat. Nivea),7cG6SxmQ24hQWnR8UThrk2,47,Tha Carter V,Lil Wayne,91,2018-09-28,207186,0.227,0.651,0.718,0.0,0.109,-3.924,0.302,116.772,4,2018,1,0,0,0,0,1
1781,1781,"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)",6VDz4m1vEGHDDqQojf1mpc,54,YSIV,Logic,82,2018-09-28,487960,0.134,0.725,0.809,0.0,0.369,-4.941,0.309,90.991,4,2018,1,0,0,0,0,1
1782,1782,Without Me,5p7ujcrUXASCNwRaWNHR1C,76,Without Me,Halsey,87,2018-10-04,201660,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4,2018,1,1,0,0,0,0
1783,1783,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,81,Drip Harder,Lil Baby,93,2018-10-05,145542,0.0852,0.897,0.662,0.0,0.534,-6.903,0.292,112.511,4,2018,1,0,0,0,0,0
1784,1784,STOOPID,1jQvUmf16VE9WQCPuK2e8K,0,STOOPID,6ix9ine,77,2018-10-05,152000,0.13,0.733,0.63,0.0,0.162,-4.296,0.395,149.989,4,2018,1,0,0,0,0,0
1785,1785,Shallow,2VxeLyX666F8uXCJ0dZF8B,81,A Star Is Born Soundtrack,Lady Gaga,88,2018-10-05,215733,0.371,0.572,0.385,0.0,0.231,-6.362,0.0308,95.799,4,2018,1,1,0,0,0,0
